HUC_8,latitude,longitude,Total phosphorus concentration in soil (ppm),Mehlich-3 (M3) phosphorus concentration in soil (ppm),Soil Fertility Level
2040104,41.36965,-74.86815,760,181.847677147368,Excessive
2040105,41.1115,-74.7575,1310,473.225663028037,Excessive
2040201,40.1109,-74.8868,620,116.822964982914,Excessive
2040202,39.9786,-75.25355,360,29.264004431776,Medium
2040203,40.3507666666667,-75.6099333333333,1440,536.539765481798,Excessive
2040205,39.8829,-75.7595,680,143.324088847347,Excessive
2040206,39.5066,-75.2978666666667,433.333333333333,60.9882944329518,Excessive
2040207,39.0333,-75.4846,480,62.6933274127289,Excessive
2040301,39.5673,-74.342,1090,354.126679876604,Excessive
2050101,42.2499,-75.3351,795,213.814689072737,Excessive
2050102,42.68645,-75.64185,1025,320.514603755694,Excessive
2050103,42.3177,-76.4767,880,242.285811584307,Excessive
2050104,42.04255,-77.37115,715,159.704843380555,Excessive
2050105,42.42095,-77.2545,1185,405.801579534202,Excessive
2050106,41.7462,-76.1768,1020,316.427891581578,Excessive
2050107,41.3542,-76.0746,1035,341.038609810491,Excessive
2050201,40.83185,-78.3273,630,121.333423922435,Excessive
2050202,41.3983,-78.2875,720,162.079959510226,Excessive
2050203,41.34595,-77.67275,660,163.289087148516,Excessive
2050204,41.1507,-77.8415,260,11.4244434152116,Very Low
2050205,41.717,-77.2885,1220,424.50961726108,Excessive
2050206,41.1842,-77.0475,550,87.9322359360527,Excessive
2050301,40.745,-77.6666,840,221.631511429914,Excessive
2050302,40.6618,-78.278,640,125.285871397677,Excessive
2050303,40.026,-78.6582,970,289.698359085229,Excessive
2050304,40.5805,-77.7301,1620,639.330033149937,Excessive
2050305,40.32822,-77.06572,546,99.3025707354351,Excessive
2050306,40.0350666666667,-76.5508666666667,683.333333333333,156.736940297943,Excessive
2060002,39.33705,-76.01495,525,93.867656396022,Excessive
2060003,39.3912,-76.829,1340,489.431787649465,Excessive
2060004,38.7125,-76.5707,430,47.0993575829384,Optimum
2060005,38.8553,-75.7829,430,47.0993575829384,Optimum
2060006,39.1807,-76.9614,820,211.430567115134,Excessive
2060007,38.536,-75.9298,290,15.7224644340009,Very Low
2060009,38.1328,-75.7937,1190,408.254273103468,Excessive
2070002,39.4724,-78.9946,835,219.14256339291,Excessive
2070003,39.3256,-78.4334,360,29.0718255219181,Medium
2070004,39.404225,-78.091725,660,137.499381365615,Excessive
2070005,38.3602,-78.9288333333333,590,112.463006628075,Excessive
2070006,38.91795,-78.4932,660,148.483675305907,Excessive
2070008,39.4226,-77.5685,950,279.072307389984,Excessive
2070009,39.69145,-77.18975,680,156.632583583673,Excessive
2070010,38.7946333333333,-77.5133333333333,526.666666666667,105.45818971511,Excessive
2080102,37.7525,-76.8468,220,6.94814108467014,Very Low
2080103,38.6631,-78.1492,440,50.0437297093775,Excessive
2080104,37.9003,-76.6887,235,9.75285910312285,Very Low
2080105,38.0754,-77.500475,257.5,20.169226073652,Low
2080106,38.08165,-78.0047,285,18.2879097656731,Low
2080109,37.67225,-75.77475,250,11.2770109075901,Very Low
2080201,37.56085,-80.0383,375,33.5092817691373,Medium
2080202,38.0201,-79.5179,460,56.5826399832655,Excessive
2080203,37.66895,-79.2363,1415,554.695719174752,Excessive
2080205,37.5955,-77.6244,190,4.46064633966264,Very Low
2080206,37.2921,-77.0877,265,25.2429225635692,
2080207,37.337825,-78.304025,422.5,86.4355211033823,Excessive
2080208,36.812,-76.7369,150,2.16244483908333,Very Low
3010101,37.1767333333333,-79.8353666666667,573.333333333333,136.273587426795,Excessive
3010102,37.1472,-78.7496,190,4.46064633966264,Very Low
3010103,36.4873333333333,-79.8099,523.333333333333,99.8882049906567,Excessive
3010104,36.59335,-78.788,650,129.8223522508,Excessive
3010106,36.55605,-77.9751,645,128.015487507814,Excessive
3010107,36.0974,-77.0685,570,95.7970318208061,Excessive
3010201,36.8189,-77.3606,140,1.74767354026658,Very Low
3010202,36.98135,-76.9347,200,8.97820121825311,Very Low
3010204,36.58405,-77.7432,290,22.3293416160867,Low
3010205,36.19818,-76.2352,476,77.8117927227343,Excessive
3020101,36.1489,-78.3012,446.666666666667,52.9434435011935,Excessive
3020103,35.725325,-77.3554,610,170.780714058453,Excessive
3020104,35.3233,-76.5996,310,19.0566635740753,Low
3020201,35.5939666666667,-78.3499,810,216.688487904491,Excessive
3020203,35.4926,-77.6571,640,125.285871397677,Excessive
3020204,35.02815,-76.90335,390,36.42292490099,Optimum
3030001,34.6925,-77.5813,375,33.9831829925465,Medium
3030002,35.8827333333333,-79.2207,756.666666666667,185.686339845443,Excessive
3030003,35.646,-79.4549333333333,520,88.7159844934586,Excessive
3030004,35.0295,-79.1988,730,166.868304389889,Excessive
3030005,34.6202,-78.55075,275,13.4809681896932,Very Low
3030006,34.9386,-78.3471,573.333333333333,113.26283995878,Excessive
3040101,36.2010666666667,-80.7543333333333,576.666666666667,108.311951079751,Excessive
3040102,35.8427,-80.9691,710,157.329727250885,Excessive
3040103,35.8955,-80.1229,470,59.4031694844761,Excessive
3040104,35.04125,-80.07185,1085,366.780316004214,Excessive
3040105,35.1603,-80.3604,890,251.426953633735,Excessive
3040201,34.4598,-79.7982,236,11.7525301973694,Very Low
3040202,33.7906,-79.6846,330,22.7735265634139,Low
3040204,34.5338,-79.4609,600,108.080858361339,Excessive
3040205,33.61865,-79.9276,505,110.151422011277,Excessive
3040206,33.9560666666667,-78.6226333333333,203.333333333333,11.3227975307624,Very Low
3050103,34.8538,-80.89945,575,99.1686496149318,Excessive
3050104,34.21505,-80.807175,345,32.3052345258496,Medium
3050105,35.3147333333333,-81.92385,548.333333333333,93.4207951625897,Excessive
3050106,34.4176,-81.37985,260,14.2798676744127,Very Low
3050108,34.775,-82.1865,290,15.7224644340009,Very Low
3050109,34.5849,-82.2485,815,214.938881646623,Excessive
3050111,33.5768,-80.5504,100,0.614367817229173,Very Low
3050112,33.25855,-79.61795,120,1.10816917248,Very Low
3050201,33.1666,-79.9529,140,1.74767354026658,Very Low
3050204,33.5181666666667,-81.2694666666667,170,3.37877550060206,Very Low
3050205,32.613,-80.4425,250,10.1743904848197,Very Low
3050207,32.9945,-81.0638,225,8.27404940372828,Very Low
3050208,32.5686,-80.9855,205,5.8607628684082,Very Low
3060101,34.6549333333333,-82.8506333333333,623.333333333333,124.090518601936,Excessive
3060102,34.6147,-83.4232,460,56.1971246373424,Excessive
3060103,33.9733,-82.42045,150,2.43356153517045,Very Low
3060104,34.21355,-83.1643,735,182.557167689677,Excessive
3060105,33.572,-82.9533,210,6.04023210526371,Very Low
3060107,33.8642,-82.04905,430,84.1288796860556,Excessive
3060108,33.1123,-82.1321,140,2.19881079473701,Very Low
3060109,32.6338,-81.5207,150,2.16244483908333,Very Low
3060201,33.094175,-82.402775,310,42.6087749500392,Optimum
3060203,32.34042,-82.02372,164,5.35965734907209,Very Low
3060204,32.0475666666667,-81.2972333333333,500,141.03947106763,Excessive
3070101,33.783125,-83.6187,320,29.4415677757718,Medium
3070102,32.596,-83.1215,280,25.5637995037368,
3070103,33.27482,-83.90978,280,19.7585654802859,Low
3070104,32.4336,-83.8865,200,5.21198719590324,Very Low
3070105,32.1581,-82.9273333333333,386.666666666667,86.8463521142318,Excessive
3070106,31.8051,-82.132,200,5.21198719590324,Very Low
3070201,31.1962666666667,-82.1347666666667,173.333333333333,13.8920523191509,Very Low
3070202,31.496,-82.0381,210,6.04023210526371,Very Low
3070204,30.5342,-82.060925,175,6.55782799210911,Very Low
3080101,28.4468666666667,-81.2662666666667,83.3333333333333,0.486582515335967,Very Low
3080102,29.0998333333333,-82.1840333333333,146.666666666667,2.1045980960416,Very Low
3080103,30.14205,-81.72495,90,0.718969844961908,Very Low
3080203,27.8296,-80.62235,250,26.5734091687062,Medium
3090201,26.9457,-81.1126,220,6.94814108467014,Very Low
3090202,26.05925,-80.6594625,435,76.7866202366076,Excessive
3090204,26.2167,-81.32265,115,1.23415280896462,Very Low
3090205,26.5248,-81.3885,640,125.285871397677,Excessive
3100101,27.4937666666667,-81.6359333333334,120,3.0870731085882,Very Low
3100102,27.34565,-82.12695,105,0.847657880533884,Very Low
3100201,27.259,-82.4277,300,17.3420346192771,Low
3100205,28.2093,-82.2066,200,5.21198719590324,Very Low
3100208,28.69726,-82.1446,990,347.862012539398,Excessive
3110101,29.7248,-82.6745,250,10.1743904848197,Very Low
3110102,30.01305,-83.47595,1825,738.209841591123,Excessive
3110103,30.5944,-83.5469,430,47.0993575829384,Optimum
3110201,30.811,-82.70225,145,4.54149637556559,Very Low
3110202,31.3406285714286,-83.3482285714286,237.142857142857,25.7360461965751,
3110203,30.7866,-83.28385,775,220.274409987295,Excessive
3110205,30.1305,-83.339,410,41.482017466537,Optimum
3120001,30.4887333333333,-84.1647333333333,460,75.9291668493507,Excessive
3120002,30.866,-84.0304,160,2.63755975992418,Very Low
3120003,30.3676,-84.9667,170,3.17666576563636,Very Low
3130002,33.45912,-84.94326,394,69.2943362755975,Excessive
3130003,32.23222,-85.1325,304,33.8319493736746,Medium
3130005,32.895225,-84.439475,265,21.8565023564032,Low
3130006,31.95305,-84.14065,495,78.4908780827312,Excessive
3130007,32.02755,-84.3234,265,14.6185639581215,Very Low
3130008,30.92555,-84.508,280,26.9518421155423,Medium
3130009,31.8105,-84.67635,340,41.2538323933378,Optimum
3130010,31.1491,-84.87625,475,66.4979004716986,Excessive
3130012,31.0323,-85.267,225,8.27404940372828,Very Low
3140101,30.3467,-85.4005,300,17.3420346192771,Low
3140104,30.7671,-87.1936,240,9.01297528206526,Very Low
3140106,30.55745,-87.6296,100,0.795378318079696,Very Low
3140201,31.4035,-85.5907,380,41.6129091585031,Optimum
3140202,31.4644666666667,-85.9387333333333,470,59.5152975788051,Excessive
3140203,30.8385,-85.6315333333333,476.666666666667,79.8718737606033,Excessive
3140304,31.17115,-87.0888,170,5.86515209702876,Very Low
3140305,31.44,-87.273,260,11.4244434152116,Very Low
3150101,34.7178,-84.713,130,1.38945498222185,Very Low
3150103,34.43495,-85.2559,385,36.9719046352506,Optimum
3150104,34.4126,-84.31205,360,29.0718255219181,Medium
3150105,34.2848,-85.6099,440,50.0437297093775,Excessive
3150106,33.750475,-86.058725,500,108.142003700786,Excessive
3150107,32.91465,-86.3172,382.5,54.824617166669,Excessive
3150109,32.9784,-85.7585,873.333333333333,295.736207774844,Excessive
3150110,32.3678,-85.73085,430,51.5593732555031,Excessive
3150201,32.72095,-86.77435,160,3.78125445094966,Very Low
3150202,32.9093333333333,-87.2088666666667,883.333333333333,331.457234359817,Excessive
3150203,32.07628,-87.24602,606,133.736833863656,Excessive
3150204,31.50585,-87.4315,220,10.9754388501254,Very Low
3160101,34.1849666666667,-88.5318333333333,410,64.2092107102227,Excessive
3160102,34.221,-88.8854,600,108.080858361339,Excessive
3160103,34.06655,-88.09775,150,2.9131775065662,Very Low
3160104,33.718,-88.8899,1110,364.936050732745,Excessive
3160105,33.786,-87.99355,280,29.9226424511185,Medium
3160106,33.230825,-88.0529,350,40.1094195390485,Optimum
3160107,33.9728,-87.7726,630,120.90183207821,Excessive
3160108,33.17345,-88.9028,265,14.6185639581215,Very Low
3160109,33.8523,-86.9041,170,3.17666576563636,Very Low
3160110,34.1902666666667,-87.1376666666667,260,21.6492283740783,Low
3160112,33.4155,-87.32585,155,3.32729996124644,Very Low
3160113,33.0422,-87.5904,410,41.482017466537,Optimum
3160201,32.1453666666667,-88.1427333333333,256.666666666667,20.1746603243477,Low
3160202,32.5794,-88.4854,90,0.442115417760837,Very Low
3160203,31.3746,-88.0048,130,1.38945498222185,Very Low
3160204,30.9918,-88.2476,100,0.614367817229173,Very Low
3160205,30.6134,-88.2555,200,5.21198719590324,Very Low
3170002,32.0215333333333,-88.8878,466.666666666667,145.413709672509,Excessive
3170004,31.6041,-89.482825,370,37.2398623191268,Optimum
3170005,31.4,-88.81945,190,4.79285042229716,Very Low
3170006,30.6457,-88.6804,270,12.7648450352117,Very Low
3170007,31.016,-89.2240333333333,253.333333333333,14.6174146968754,Very Low
3170009,30.68665,-89.2501,280,14.6155270294475,Very Low
3180001,32.7615333333333,-89.1220666666667,466.666666666667,93.3031925714621,Excessive
3180002,32.3643,-89.7354,225,8.68687855490553,Very Low
3180003,31.7573,-90.27145,260,14.2798676744127,Very Low
3180004,30.85715,-89.8018,120,1.47171026938505,Very Low
3180005,31.2028,-90.2640333333333,300,40.0223536191672,Optimum
4010101,47.7015,-90.5467,450,53.0768008683465,Excessive
4010102,47.1593,-91.5742,550,87.9322359360527,Excessive
4010201,47.2547666666667,-92.7306,710,161.239042218805,Excessive
4010202,47.2003,-91.89225,805,206.259513859211,Excessive
4010301,46.7779,-91.3904,240,13.2620775584235,Very Low
4010302,46.3969333333333,-90.8568,333.333333333333,27.8641526449665,Medium
4020101,46.5787,-89.91835,510,78.5680716130337,Excessive
4020102,46.53485,-89.3351,465,73.4865373186301,Excessive
4020104,46.811,-88.8412,210,6.04023210526371,Very Low
4020105,46.6067,-87.6264,345,26.1154203687989,Medium
4020201,46.5257,-86.04365,165,4.72754534991305,Very Low
4030101,43.7564,-87.9858,630,120.90183207821,Excessive
4030102,44.5301,-87.7226,1010,311.065786295667,Excessive
4030104,45.2338,-88.4631,395,76.5306713451728,Excessive
4030106,46.1371666666667,-88.6937666666667,536.666666666667,83.7786177169008,Excessive
4030107,46.4743,-88.2465,340,24.7764815765805,Low
4030108,45.708425,-87.957325,372.5,56.4670905737233,Excessive
4030110,46.201,-87.39285,175,3.54910304979341,Very Low
4030111,46.2349,-86.8739,510,73.0514278321865,Excessive
4030112,45.9476,-86.5124,390,47.9352539503121,Optimum
4030201,43.80775,-88.802,470,67.5354713696815,Excessive
4030202,44.3699833333333,-88.8631,773.333333333333,225.334714264285,Excessive
4030203,43.7174,-88.3624,690,147.95011665429,Excessive
4050001,41.79955,-85.72145,643.333333333333,141.30245592368,Excessive
4050002,42.53105,-86.13695,230,13.8514163895175,Very Low
4050003,42.28,-85.0529666666667,420,51.0996864064631,Excessive
4050004,42.52565,-84.45715,512.5,81.233341673915,Excessive
4050005,42.94475,-84.62015,385,40.1315068638837,Optimum
4050006,43.14605,-85.5842,775,241.119319155051,Excessive
4050007,42.6354,-84.9759,520,76.6607181281259,Excessive
4060101,43.73185,-86.1652,125,1.38840632815625,Very Low
4060102,43.75965,-85.385825,365,69.2753839525934,Excessive
4060103,44.2753,-85.5513666666667,160,2.78312484003435,Very Low
4060104,44.5569,-86.0042,70,0.201301653937544,Very Low
4060105,44.6812333333333,-85.3957666666667,100,1.55159527685941,Very Low
4060106,46.276,-85.6887,445,74.6821604763053,Excessive
4070002,46.18765,-84.89995,205,8.40316686604846,Very Low
4070003,45.5525,-84.1433,180,3.78325377224484,Very Low
4070004,45.3287,-84.7582,790,196.312931387408,Excessive
4070005,45.1114,-84.2656,80,0.32170853584919,Very Low
4070006,45.1968,-83.657,730,166.868304389889,Excessive
4070007,44.5326,-84.6582,150,2.16244483908333,Very Low
4080101,44.333,-83.74635,100,0.614367817229173,Very Low
4080102,43.613,-84.0902,290,15.7224644340009,Very Low
4080103,43.80515,-83.1758,410,50.3485404856322,Excessive
4080104,43.7027,-82.7701,440,50.0437297093775,Excessive
4080201,44.07475,-84.2036,255,13.9765736711084,Very Low
4080202,43.55,-84.8121,610,115.190577541536,Excessive
4080204,43.090925,-83.431625,585,137.216412243885,Excessive
4090001,43.1861,-82.83365,475,62.2951284612265,Excessive
4090003,42.7321,-83.0069,500,74.2658636619033,Excessive
4090004,42.2804,-83.4791,600,108.080858361339,Excessive
4090005,42.2522,-83.9419,530,101.047116924365,Excessive
4100002,41.9555,-84.1876,750,176.553045399649,Excessive
4100003,41.7894,-84.6355,210,6.04023210526371,Very Low
4100004,40.4983,-84.503,520,76.6607181281259,Excessive
4100005,41.25645,-84.7656,840,224.517627371112,Excessive
4100007,40.6121,-84.0109,460,56.1971246373424,Excessive
4100008,40.95915,-83.8999,1145,387.4246802315,Excessive
4100009,41.3054333333333,-83.9306,1026.66666666667,327.569209203813,Excessive
4100010,41.4631,-83.2989,1050,332.553467798008,Excessive
4100011,41.0945333333333,-83.0942,483.333333333333,81.5936365812052,Excessive
4100012,41.2784,-82.3237,780,191.327742194418,Excessive
4110001,41.2309,-82.02675,680,148.432405098951,Excessive
4110002,41.29035,-81.61485,655,155.627952013126,Excessive
4110003,41.7714,-81.1693,650,129.721954544349,Excessive
4120101,42.12225,-79.9954,715,160.799401392542,Excessive
4120102,42.4335,-78.53545,685,199.020439639529,Excessive
4120103,42.8864,-78.6437,500,69.5192184873766,Excessive
4120104,43.0627,-78.7761,1220,424.50961726108,Excessive
4130001,43.24555,-78.2558,805,222.53872402107,Excessive
4130002,42.4486,-77.7549,1090,354.126679876604,Excessive
4140101,43.2531,-77.1057,505,76.403012462413,Excessive
4140102,43.6233,-75.9353,770,186.616965716871,Excessive
4140201,42.66358,-76.5447,872,253.871789466194,Excessive
4150101,43.7777,-75.32945,747.5,176.910644696282,Excessive
4150302,44.2173333333333,-75.1563333333333,333.333333333333,29.0389741676802,Medium
4150303,44.307,-75.734,900,252.722313636954,Excessive
4150305,44.6091,-75.053,160,2.63755975992418,Very Low
5010001,41.9764,-78.7705333333333,673.333333333333,167.388157504794,Excessive
5010002,42.2602,-79.2153,1780,723.677170236864,Excessive
5010003,41.6438,-79.5164,435,52.5608507620864,Excessive
5010004,41.627,-80.1763,810,206.365627043852,Excessive
5010005,41.3084333333333,-79.1917666666667,506.666666666667,79.0199534921248,Excessive
5010006,41.1315,-79.1485,420,44.2450369748607,Optimum
5010007,40.5156666666667,-79.0905,653.333333333333,137.408167101552,Excessive
5010008,40.2364,-79.1097,1060,337.939980592043,Excessive
5010009,40.7021,-79.8145,580,99.8287147181475,Excessive
5020001,38.8762666666667,-80.0561666666667,450,93.8510542971224,Excessive
5020003,39.5635,-79.9936,660,134.208229602049,Excessive
5020004,39.51635,-79.5706,400,38.8114366742139,Optimum
5020005,39.7878,-80.1488,870,237.093387065707,Excessive
5020006,39.74085,-79.45485,425,59.1276244230792,Excessive
5030101,40.425575,-80.354325,1257.5,444.628549764327,Excessive
5030102,41.2709,-80.3208,686.666666666667,162.255394924994,Excessive
5030103,41.4904,-80.7157,960,284.379954609956,Excessive
5030105,40.9726,-79.8802,530,80.3818758873741,Excessive
5030106,40.0628,-80.5776,830,216.519590250309,Excessive
5030201,39.53858,-80.86516,520,104.670276355947,Excessive
5030202,38.729,-81.5992,240,9.01297528206526,Very Low
5030203,38.88715,-80.73865,430,93.4069424162446,Excessive
5030204,39.5611,-82.2439,795,198.982993173936,Excessive
5040001,40.60252,-81.40834,954,284.902902396847,Excessive
5040003,40.6557,-82.29775,750,177.919870515981,Excessive
5040004,39.6673,-81.95465,760,184.19880345188,Excessive
5040005,40.0498,-81.7219,420,44.2450369748607,Optimum
5040006,40.1668,-82.5646,330,22.7735265634139,Low
5050001,36.6984571428571,-81.0032571428571,1010,314.14130753468,Excessive
5050002,37.43785,-81.19015,430,52.4850210243885,Excessive
5050003,38.3018,-79.9706333333333,573.333333333333,114.700378412964,Excessive
5050004,37.715,-80.8361,340,24.7764815765805,Low
5050005,38.1854,-80.73965,420,46.4709358999447,Optimum
5050006,38.2632,-81.5799,370,31.363832335443,Medium
5050008,38.70375,-81.91885,490,67.0733816779999,Excessive
5050009,38.0897,-81.6225,990,300.364632002179,Excessive
5060001,40.28938,-83.14054,918,273.256015265655,Excessive
5060002,39.3259571428571,-82.9837571428572,695.714285714286,159.139002930084,Excessive
5060003,39.53435,-83.2346,895,269.016586611773,Excessive
5070101,37.8087,-81.9172,480,62.6933274127289,Excessive
5070102,38.191,-82.1052333333333,466.666666666667,59.1627690799694,Excessive
5070202,37.2315666666667,-82.2587666666667,760,183.753966713937,Excessive
5070203,37.7756,-82.57065,490,66.4289213827342,Excessive
5080001,40.1540666666667,-84.1977,823.333333333333,225.848056763919,Excessive
5080002,39.307,-84.5248,640,125.285871397677,Excessive
5080003,39.6763,-85.1274,1406.66666666667,526.375760512321,Excessive
5090101,38.8700666666667,-82.3524333333333,453.333333333333,56.4465993269578,Excessive
5090104,38.2415,-83.0607,430,47.0993575829384,Optimum
5090201,38.781,-83.7566,4100,1877.52868486389,Excessive
5090202,39.2591,-83.84385,810,222.993795548983,Excessive
5090203,39.0971,-84.7997,390,36.2343111478574,Optimum
5100101,38.5486,-84.0397,1020,320.354981624648,Excessive
5100102,38.3718,-84.2955333333333,2063.33333333333,864.246392748487,Excessive
5100201,37.2689,-83.3243,810,206.365627043852,Excessive
5100202,37.5738,-83.5967,800,201.32599401822,Excessive
5100203,37.1676,-83.5046,220,6.94814108467014,Very Low
5100204,37.874,-83.6725,250,10.1743904848197,Very Low
5100205,38.22334,-84.8205,2256,920.913119415207,Excessive
5110001,37.20765,-85.565025,617.5,143.144156867354,Excessive
5110002,36.94625,-86.51625,855,230.466500004802,Excessive
5110003,37.3674,-86.6446,360,29.0718255219181,Medium
5110004,37.6536,-86.7538,650,129.721954544349,Excessive
5110006,37.2512333333333,-87.2697666666667,673.333333333333,142.543129751471,Excessive
5120101,40.8150333333333,-85.0253333333333,946.666666666667,348.86611591774,Excessive
5120102,40.7275,-85.4121,470,59.4031694844761,Excessive
5120103,40.4857666666667,-85.4495333333334,880,246.508962203063,Excessive
5120104,41.0528,-85.9458,470,59.4031694844761,Excessive
5120106,41.0467666666667,-86.3779333333333,683.333333333333,154.763165308259,Excessive
5120108,40.1917666666667,-87.0493,813.333333333333,208.639652998054,Excessive
5120109,40.2389666666667,-87.8757,723.333333333333,164.24762574651,Excessive
5120110,40.2075,-86.8382,1020,316.427891581578,Excessive
5120111,39.5237333333333,-87.7078,1476.66666666667,559.889681528787,Excessive
5120112,39.389575,-88.051275,800,228.220894203837,Excessive
5120113,38.37735,-87.88005,715,160.524848369384,Excessive
5120114,38.5039,-88.3044333333333,823.333333333333,217.02508972214,Excessive
5120115,38.7209,-88.752,300,17.3420346192771,Low
5120201,40.1335,-85.87285,1095,361.687815556963,Excessive
5120202,39.0341,-86.7951,625,121.212589728909,Excessive
5120203,39.5298333333333,-86.8631666666667,606.666666666667,134.558151396388,Excessive
5120204,39.6553,-85.8339,1920,796.69204273997,Excessive
5120205,39.48995,-85.68605,960,284.401483571571,Excessive
5120206,39.20315,-85.7668,655,142.498150305157,Excessive
5120208,38.9351,-86.2602,655,133.745106160785,Excessive
5120209,38.4209,-86.8956,630,120.90183207821,Excessive
5130101,36.684775,-84.017,637.5,128.17325828662,Excessive
5130102,37.24865,-84.11355,600,116.735563498833,Excessive
5130103,36.89325,-84.84625,805,207.964321963161,Excessive
5130104,36.6768333333333,-84.5547333333333,573.333333333333,114.40438550925,Excessive
5130105,36.455,-85.2023,540,84.1387279418225,Excessive
5130106,36.4145,-85.6471,2180,930.518249475291,Excessive
5130107,35.3772,-85.7067,520,76.6607181281259,Excessive
5130108,35.7961,-85.5411,1725,678.81859144665,Excessive
5130201,36.39895,-86.03625,2670,1157.02343170687,Excessive
5130202,36.2673,-86.86815,1280,466.960994917379,Excessive
5130203,35.9507,-86.42665,700,156.731198762357,Excessive
5130204,35.95395,-87.041,930,277.127937062748,Excessive
5130205,36.32925,-87.4454,745,186.879556854198,Excessive
5130206,36.6935,-86.7741,470,59.4031694844761,Excessive
5140101,38.7575,-85.4293,500,69.5192184873766,Excessive
5140102,38.1144333333333,-85.3479,990,303.752187007573,Excessive
5140103,37.62315,-85.18255,1525,584.320720007074,Excessive
5140104,38.1306,-86.16448,854,249.577231840733,Excessive
5140201,38.0478,-86.86655,1335,489.431320642421,Excessive
5140202,38.1803,-87.3548,530,80.3452199475923,Excessive
5140203,37.3503333333333,-88.3911,703.333333333333,157.211097103301,Excessive
5140204,37.779225,-88.63765,632.5,129.804634906129,Excessive
5140205,37.52125,-87.8293,830,216.622746880094,Excessive
6010101,36.6685,-82.3442,940,273.776155295031,Excessive
6010102,36.4692,-82.2291,890,247.49577482555,Excessive
6010103,36.3407,-82.2633,920,263.221437457967,Excessive
6010104,36.30445,-83.13225,765,183.940393797033,Excessive
6010105,35.6129,-82.5344,1000,305.711165894878,Excessive
6010106,35.58605,-83.05395,900,252.792826497148,Excessive
6010108,36.0013,-82.1385,780,191.327742194418,Excessive
6010201,35.9446,-83.9722,600,108.080858361339,Excessive
6010202,35.1119,-83.36975,1185,407.047697485497,Excessive
6010205,36.9221,-82.537,360,29.0718255219181,Medium
6010206,36.4998,-83.5719,940,273.776155295031,Excessive
6010208,36.1225,-84.97565,860,233.616468196034,Excessive
6020001,34.86375,-85.5156,270,15.6682978779797,Very Low
6020002,35.25802,-84.23494,1022,326.014335267233,Excessive
6030001,34.5536333333333,-86.0604333333333,763.333333333333,215.159590824342,Excessive
6030002,34.6255333333333,-86.6931666666667,373.333333333333,41.5026851557997,Optimum
6030003,35.213,-86.5311666666667,1500,573.613625052483,Excessive
6030004,35.0173,-87.2535,420,44.2450369748607,Optimum
6030005,34.7087,-87.5030333333333,213.333333333333,7.05116599891711,Very Low
6030006,34.4952,-87.96245,120,1.10816917248,Very Low
6040001,35.2800333333333,-88.3562,373.333333333333,35.9511775295663,
6040002,35.6343,-86.1294,790,196.312931387408,Excessive
6040003,35.8101,-87.5459,735,169.495498343657,Excessive
6040005,36.23675,-88.1179,770,187.125369351249,Excessive
6040006,36.8234666666667,-88.3752,673.333333333333,156.397845258037,Excessive
7010101,47.4565,-94.5746,310,19.8203972257543,Low
7010102,47.1623666666667,-94.3245,463.333333333333,59.5530714167061,Excessive
7010103,47.200725,-93.36195,547.5,105.303650382885,Excessive
7010104,46.4002,-94.1043,520,94.5176075600205,Excessive
7010105,46.72245,-94.3276,380,33.941631098066,Medium
7010106,47.0318,-95.2373,340,24.7764815765805,Low
7010107,46.36365,-95.1058,425,63.9249865814401,Excessive
7010108,45.8834,-95.1618,450,53.0768008683465,Excessive
7010201,45.61,-94.4709,300,17.3420346192771,Low
7010203,45.4572,-94.2661,320,20.8670084021547,Low
7010204,45.2695,-94.34125,350,29.2210641595177,Medium
7010205,45.0302,-94.5098,510,73.0514278321865,Excessive
7010206,44.9663,-93.3676,385,34.9929192174144,Medium
7010207,45.610325,-93.509075,667.5,167.491162470575,Excessive
7020001,45.50955,-96.64995,660,134.304980122512,Excessive
7020002,45.38175,-95.9676,840,221.675033428551,Excessive
7020003,44.8139,-96.378,585,101.938945091072,Excessive
7020004,44.8716,-95.4724,500,74.2658636619033,Excessive
7020005,45.393975,-95.60215,997.5,308.190465802297,Excessive
7020006,44.4505,-95.4521,540,84.1030336466222,Excessive
7020007,44.3364,-94.7039,570,95.7970318208061,Excessive
7020008,44.2138,-95.3512,550,87.9322359360527,Excessive
7020009,43.589525,-94.10885,742.5,175.560186061575,Excessive
7020010,43.9856,-94.8401,520,76.6607181281259,Excessive
7020011,43.9933,-93.7027,580,99.8287147181475,Excessive
7020012,44.5944,-93.9300333333333,763.333333333333,198.252785653836,Excessive
7030001,46.073475,-92.0378,275,14.9777792650518,Very Low
7030002,45.8704,-91.6121,210,6.04023210526371,Very Low
7030003,46.4077,-92.8427,423.333333333333,51.0216677730588,Excessive
7030004,46.14495,-93.29365,480,64.7071267012949,Excessive
7030005,45.287975,-92.568125,650,140.593276238739,Excessive
7040001,44.4305,-92.4401,500,69.5192184873766,Excessive
7040002,44.27515,-93.40215,555,93.6425152351975,Excessive
7040003,44.6106,-91.5946,400,38.8114366742139,Optimum
7040004,43.8823,-92.6688,700,152.619227272585,Excessive
7040005,44.3033,-91.5573,1070,343.331326481512,Excessive
7040006,43.9282,-91.26,780,191.327742194418,Excessive
7040007,44.68635,-90.47275,380,61.145643530216,Excessive
7040008,43.72495,-92.09235,605,110.189137268644,Excessive
7050002,46.06915,-90.01825,270,14.4068793343388,Very Low
