HUC_8,latitude,longitude,Total phosphorus concentration in soil (ppm),Mehlich-3 (M3) phosphorus concentration in soil (ppm),Soil Fertility Level
7050003,45.5902,-90.6309,730,166.868304389889,Excessive
7050004,45.4443,-90.3049,1380,511.004509588106,Excessive
7050005,44.9218,-91.397475,672.5,166.013651896296,Excessive
7050006,44.9085,-90.9028,1100,359.529818420124,Excessive
7050007,45.6041666666667,-91.6305,393.333333333333,48.5904595081157,Optimum
7060001,43.4814,-91.1850666666667,600,119.621780893252,Excessive
7060002,43.3371,-91.6546,650,129.721954544349,Excessive
7060003,42.5216,-90.9764,800,201.32599401822,Excessive
7060004,42.8258,-91.4808,565,98.2004448578467,Excessive
7060005,42.3644,-90.0343,1430,537.904571962495,Excessive
7060006,42.2123,-91.0475,2105,886.346621167126,Excessive
7070001,45.6273666666667,-89.4661666666667,356.666666666667,36.9270409221586,Optimum
7070002,45.19915,-89.6899,585,104.69500561547,Excessive
7070003,44.2123,-89.910675,567.5,156.362936670937,Excessive
7070004,43.4279,-89.7266,710,157.329727250885,Excessive
7070005,43.24678,-90.254,434,67.2255851340198,Excessive
7080101,41.3091,-91.0038,580,99.8287147181475,Excessive
7080102,43.1049,-92.44755,1565,604.813114269256,Excessive
7080104,40.948,-90.8362,470,63.6836608156863,Excessive
7080105,42.0552,-93.51375,630,135.365468208091,Excessive
7080106,41.7914,-92.7582,1150,386.58442161349,Excessive
7080107,41.01085,-91.7948,1130,387.414252539048,Excessive
7080201,43.6199333333333,-92.9469333333333,870,240.11918720816,Excessive
7080202,43.2825,-92.99725,760,188.105420352378,Excessive
7080203,43.061,-92.9734,620,116.571713776968,Excessive
7080205,42.2388,-92.19725,1035,324.576745862358,Excessive
7080206,41.98305,-91.41775,820,229.51649131542,Excessive
7080207,42.6064,-93.36515,1050,338.323722192943,Excessive
7080208,41.96075,-92.5713,730,169.531300148707,Excessive
7080209,41.4145,-91.813175,1087.5,357.002272688105,Excessive
7090001,43.16944,-88.74856,768,190.308299263634,Excessive
7090002,43.4209,-88.9448,560,91.8308860948003,Excessive
7090003,42.624475,-89.8558,757.5,188.815829628349,Excessive
7090005,41.6291,-90.03335,930,268.597066955389,Excessive
7090006,42.2371,-88.9006,540,84.1030336466222,Excessive
7090007,41.8084,-89.16595,965,293.848309185255,Excessive
7100001,43.7492,-95.6129,490,66.0659223835927,Excessive
7100002,43.1914,-94.8568,820,211.430567115134,Excessive
7100003,43.1925,-94.4368333333333,886.666666666667,268.612134690964,Excessive
7100006,42.46035,-94.58925,960,292.488554728927,Excessive
7100007,42.0334,-94.7265,1690,676.353011576482,Excessive
7100008,41.2843,-93.87004,564,104.733110002068,Excessive
7100009,41.1405,-92.7232,505,88.9012119721135,Excessive
7110001,40.42696,-91.7471,776,212.952999358051,Excessive
7110002,40.3227,-92.2179,710,157.329727250885,Excessive
7110003,40.0088,-91.9724,280,14.1970913441747,Very Low
7110004,39.7478,-91.7406,630,120.90183207821,Excessive
7110005,39.8812,-92.23175,355,29.412026042907,Medium
7110006,39.1955,-92.0121,715,175.204180855778,Excessive
7110008,38.9841333333333,-91.0880666666666,486.666666666667,70.178159072538,Excessive
7110009,38.7712,-90.5502,700,152.619227272585,Excessive
7120001,41.31948,-87.0393,646,141.985218218256,Excessive
7120002,40.927,-87.60785,585,117.253379919841,Excessive
7120003,41.9003,-87.7032,850,226.765184121466,Excessive
7120004,41.62495,-88.0179,325,23.8293772815345,Low
7120005,41.2496666666667,-88.4949,730,169.345633279104,Excessive
7120006,42.5827,-88.3533,550,88.0711258841992,Excessive
7120007,41.8348,-88.3703,1210,419.091398460744,Excessive
7130001,41.3000666666667,-89.3352666666667,696.666666666667,152.443892375374,Excessive
7130003,40.9175,-89.6396,890,247.49577482555,Excessive
7130004,40.5596,-88.7989,870,237.093387065707,Excessive
7130005,40.697175,-90.3456,630,121.595552367248,Excessive
7130007,39.5062,-89.39655,1175,400.229989267305,Excessive
7130009,40.1685333333333,-89.2164666666667,1116.66666666667,374.142906206555,Excessive
7130010,40.3753,-90.8021,565,99.8592924277616,Excessive
7130011,39.64355,-90.36325,721.666666666667,180.33309577419,Excessive
7140101,38.062,-90.0358,1580,618.089188607942,Excessive
7140102,38.083625,-90.9733,432.5,57.5010242017656,Excessive
7140103,38.0548,-91.4892,280,14.1970913441747,Very Low
7140104,37.8213,-90.6915,400,46.555032491402,Optimum
7140105,37.6058,-89.6314,435,73.8923675935048,Excessive
7140106,37.8959,-89.0312,435,51.0616266770523,Excessive
7140107,37.444675,-90.1397,445,56.0318141759822,Excessive
7140201,39.8059333333333,-88.4021,596.666666666667,128.924100922345,Excessive
7140202,38.7366,-89.1244,1290,462.410746972833,Excessive
7140203,39.2797,-89.6607,770,186.371769414728,Excessive
7140204,38.6596,-89.6684,1610,629.899042857425,Excessive
8010100,36.4302,-89.4846,560,91.8308860948003,Excessive
8010202,36.1772,-89.5008,1100,359.529818420124,Excessive
8010203,36.1969,-88.8825,755,187.686015897852,Excessive
8010205,35.63495,-89.1225,650,129.947901312158,Excessive
8010207,34.8283,-88.6147,410,41.482017466537,Optimum
8010209,35.3859666666667,-89.7901333333333,920,267.380361132969,Excessive
8010210,35.0622,-89.2244,550,87.9322359360527,Excessive
8020201,36.9134333333333,-89.3955666666666,456.666666666667,60.6748892106133,Excessive
8020203,35.7500833333333,-90.4348833333333,538.333333333333,86.2567754305941,Excessive
8020204,35.99495,-90.03265,445,78.5399368061237,Excessive
8020205,35.0352,-90.9631,850,236.500202941725,Excessive
8020301,34.9253333333333,-91.6478,686.666666666667,182.275307952229,Excessive
8020302,35.8677333333333,-90.7359666666667,336.666666666667,30.6434851096573,Medium
8020303,34.3033,-91.25865,405,41.5365370268196,Optimum
8020304,34.5545,-90.859,600,108.080858361339,Excessive
8020401,34.22815,-91.567,780,191.85573547007,Excessive
8030100,33.7812,-91.2358,650,129.721954544349,Excessive
8030201,34.571375,-89.317625,562.5,123.561654720039,Excessive
8030203,34.13715,-89.49515,325,24.4929135795168,Low
8030204,34.7844,-89.59555,330,22.8217449893676,Low
8030205,33.6243,-89.9492,575,97.8128732694768,Excessive
8030206,32.76855,-90.4648,375,34.5501966417264,Medium
8030207,33.68932,-90.71792,502,93.1464178507459,Excessive
8030209,33.0583,-90.94925,660,141.292756316951,Excessive
8040101,34.5928,-93.6349,375,33.5092817691373,Medium
8040102,33.9592,-92.9178,230,11.1663468650143,Very Low
8040103,34.0777,-93.5389,596.666666666667,109.418372738992,Excessive
8040201,33.5432,-92.5515,480,147.348456531299,Excessive
8040202,33.0092,-92.1015,395,37.8044346551518,Optimum
8040203,34.2770333333333,-92.4005333333333,210,9.05291995453488,Very Low
8040204,33.78345,-91.94095,250,13.7070206682523,Very Low
8040205,32.9871,-91.8236,200,5.21198719590324,Very Low
8040206,32.6998666666667,-92.6508,500,119.462033049447,Excessive
8040301,31.2413,-91.8987333333333,426.666666666667,69.3621802656578,Excessive
8040302,31.9566,-92.1629,230,7.93827196457156,Very Low
8040303,32.1347,-92.5888,120,1.18102067874787,Very Low
8040304,31.6374,-92.3815,80,0.30586077884592,Very Low
8040306,31.594,-91.6293,740,171.693180500764,Excessive
8050001,32.738975,-91.6568,575,116.481170813745,Excessive
8050002,32.9210333333333,-91.3031333333333,843.333333333333,232.411500643509,Excessive
8050003,32.24725,-91.2413,480,89.320660792717,Excessive
8060201,33.385925,-89.576225,185,6.42522932545131,Very Low
8060202,32.3616333333333,-90.5594,603.333333333333,109.603801719232,Excessive
8060203,31.9209,-91.1373,630,120.90183207821,Excessive
8060204,31.574,-91.0769,540,84.1030336466222,Excessive
8060205,31.5292,-90.6595,230,7.93827196457156,Very Low
8070202,30.5129,-90.773,230,7.93827196457156,Very Low
8070204,30.2354,-90.6005,830,223.010419476691,Excessive
8070300,30.34635,-91.3765,530,81.6635724529776,Excessive
8080101,30.67495,-91.678,700,156.158311035558,Excessive
8080102,30.3558333333333,-91.9290333333333,706.666666666667,155.759560591451,Excessive
8080201,30.4027,-92.3621,400,38.8114366742139,Optimum
8080202,29.94096,-92.6916,452,88.402868051192,Excessive
8080203,30.83654,-92.9198,338,78.5313437749355,Excessive
8080205,30.2926,-93.4248,200,5.21198719590324,Very Low
8080206,29.9017,-93.3635,420,63.4710320917369,Excessive
8090100,29.3383,-89.4096,860,231.919499741968,Excessive
8090203,30.1019,-89.85415,610,113.019557848424,Excessive
8090301,29.6671,-90.18882,778,196.740310911704,Excessive
8090302,29.5727666666667,-90.8652333333333,593.333333333333,113.286489839408,Excessive
9010001,48.5767333333333,-102.0582,446.666666666667,52.7001978456173,Excessive
9010002,48.4601,-101.7209,460,56.1971246373424,Excessive
9010003,48.2276,-100.560533333333,970,324.407736580882,Excessive
9010004,48.5910666666667,-100.1944,416.666666666667,52.3939958928017,Excessive
9010005,48.39985,-100.82365,370,31.7939591253972,Medium
9020101,45.8919,-96.6216,950,279.072307389984,Excessive
9020102,45.8397,-96.2534,550,87.9322359360527,Excessive
9020103,46.6099,-95.5933,455,55.9314322532002,Excessive
9020104,46.925,-96.8595,390,36.2343111478574,Optimum
9020105,46.312825,-97.119825,457.5,62.377033117187,Excessive
9020106,46.7046333333333,-96.4501,780,192.312547542024,Excessive
9020107,47.3047,-97.3642,520,76.6607181281259,Excessive
9020108,47.1916,-95.4746,300,17.3420346192771,Low
9020109,47.5763333333333,-97.6507333333333,470,75.7841509113348,Excessive
9020201,48.3763571428571,-98.9879714285714,587.142857142857,104.910061868315,Excessive
9020202,48.2064,-99.7359,570,95.7970318208061,Excessive
9020203,47.6223666666667,-98.4057,433.333333333333,51.7068503955591,Excessive
9020204,46.421,-97.442,290,15.7224644340009,Very Low
9020205,46.9209,-97.68695,745,174.225864462477,Excessive
9020301,47.5855,-96.1706,420,44.2450369748607,Optimum
9020302,47.9290666666667,-94.4922333333333,600,127.257398015666,Excessive
9020303,47.92465,-96.39755,620,119.370338819176,Excessive
9020304,48.41535,-95.7076,530,82.1389914993405,Excessive
9020305,47.702,-95.4231333333333,463.333333333333,58.4824760681404,Excessive
9020307,47.971,-97.4155,550,89.6325205948487,Excessive
9020308,48.2138,-98.1167,800,201.32599401822,Excessive
9020309,48.27045,-96.5033,480,63.3522239187517,Excessive
9020310,48.37,-97.7849,490,66.0659223835927,Excessive
9020311,48.7202,-97.2050333333333,910,260.672071091707,Excessive
9020312,48.7967,-96.9522,880,242.285811584307,Excessive
9020313,48.8978,-98.5505,815,214.938881646623,Excessive
9020314,48.70845,-95.53495,465,63.3523320672222,Excessive
9030001,47.9200333333333,-91.2578333333333,753.333333333333,179.913563020722,Excessive
9030002,48.1404,-92.6456,920,263.221437457967,Excessive
9030003,48.4308,-92.98415,595,108.187758339767,Excessive
9030004,48.6189,-94.2118,780,191.327742194418,Excessive
9030005,47.8644,-93.0195,550,87.9322359360527,Excessive
9030006,47.94095,-93.73215,345,28.4179218156711,Medium
9030007,48.4921,-94.6455,320,20.8670084021547,Low
10010002,48.7195,-113.4757,1700,681.626564860584,Excessive
10020001,44.6625,-112.9846,946.666666666667,283.825092346443,Excessive
10020002,45.1885333333333,-112.7197,846.666666666667,225.096379434102,Excessive
10020003,44.9408,-111.9905,1030,321.796904931906,Excessive
10020004,45.6337333333333,-113.179266666667,1086.66666666667,366.397598234538,Excessive
10020005,45.89725,-112.12015,540,90.1124449449637,Excessive
10020007,44.82695,-111.194375,582.5,136.901973296816,Excessive
10020008,45.59285,-111.2241,1235,432.60721267628,Excessive
10030101,46.452425,-111.570025,777.5,208.424426408176,Excessive
10030102,47.329,-111.348433333333,620,124.931932012837,Excessive
10030104,47.5518333333333,-112.498733333333,763.333333333333,191.255288928716,Excessive
10030105,47.1682666666667,-110.7894,886.666666666667,257.928109199833,Excessive
10030201,48.3078,-112.4451,650,129.721954544349,Excessive
10030203,48.3564,-111.6646,670,151.488220971078,Excessive
10030205,47.939075,-112.18175,662.5,139.921124126744,Excessive
10040101,47.69955,-109.72675,625,121.764511259008,Excessive
10040102,47.786,-110.3045,510,73.0514278321865,Excessive
10040103,47.1622333333333,-109.853933333333,550,93.1209666276171,Excessive
10040104,47.8268,-107.6684,686.666666666667,158.516982017589,Excessive
10040105,47.4134,-106.82925,680,143.34649453884,Excessive
10040106,47.1051,-106.28345,675,141.490895794218,Excessive
10040201,46.46335,-109.1402,635,126.888551130085,Excessive
10040202,46.6126,-108.36535,560,100.899964642341,Excessive
10040203,46.8199,-108.3739,550,87.9322359360527,Excessive
10040204,47.187775,-108.73405,1072.5,345.065204456102,Excessive
10040205,47.21025,-107.7907,625,119.066102511764,Excessive
10050002,48.7433,-110.1722,1480,564.722743799018,Excessive
10050004,48.5314166666667,-108.639933333333,556.666666666667,94.0057235759726,Excessive
10050005,48.1773,-110.2017,440,50.0437297093775,Excessive
10050006,48.80925,-110.6198,525,78.5772307394044,Excessive
10050008,48.92885,-109.2722,430,49.2955220046474,Optimum
10050010,48.7203,-108.2036,750,176.553045399649,Excessive
10050011,48.9824,-108.0806,470,59.4031694844761,Excessive
10050014,48.0828,-107.6456,440,50.0437297093775,Excessive
10050016,48.5739,-106.398833333333,606.666666666667,114.26550022658,Excessive
10060001,48.01675,-105.7286,725,164.511453875824,Excessive
10060002,47.7155833333333,-105.248366666667,610,115.894177909699,Excessive
10060003,48.820925,-105.55375,570,97.3197500925303,Excessive
10060004,48.7525,-105.9785,590,103.923975421479,Excessive
10060005,48.1108,-103.9941,350,26.8759494162968,Medium
10060006,48.50758,-104.5452,442,54.126480343498,Excessive
10070001,44.9057,-110.294,990,300.798023266877,Excessive
10070002,45.64735,-110.183775,990,321.95019589071,Excessive
10070003,46.1103,-110.574575,1100,360.021696894112,Excessive
10070005,45.37235,-109.8281,695,150.326908049116,Excessive
10070006,45.000575,-109.068875,935,279.070165657923,Excessive
10070007,46.11365,-108.304,655,132.014371910534,Excessive
10080001,43.69775,-109.6966,1005,337.782172148897,Excessive
10080002,42.6125666666667,-108.5295,943.333333333333,276.14761836572,Excessive
10080003,42.8047333333333,-108.624433333333,706.666666666667,157.779747114502,Excessive
10080004,42.912,-107.8871,940,273.776155295031,Excessive
10080005,43.18695,-108.0843,420,45.8825764673235,Optimum
10080007,43.9176,-108.232442857143,675.714285714286,151.45445333724,Excessive
10080008,44.0283666666667,-107.462433333333,783.333333333333,195.011256902729,Excessive
10080009,44.08545,-109.13085,660,139.708527438019,Excessive
10080010,44.881,-108.1658,810,206.365627043852,Excessive
10080011,44.3246,-108.9267,940,273.776155295031,Excessive
10080012,44.46,-109.6307,510,73.0514278321865,Excessive
10080014,44.67685,-108.6797,845,224.410884421885,Excessive
10080015,45.6011333333333,-107.6818,1046.66666666667,333.022494762816,Excessive
10080016,45.4398,-107.3974,710,157.329727250885,Excessive
10090101,44.97315,-106.66005,680,145.578228456283,Excessive
10090102,45.74786,-105.93216,812,208.556764472956,Excessive
10090201,43.5945,-106.9175,440,50.0437297093775,Excessive
10090202,43.8244,-106.169733333333,776.666666666667,207.368593838075,Excessive
10090203,43.3752,-106.8307,640,125.285871397677,Excessive
10090205,44.3525,-106.5311,500,69.5192184873766,Excessive
10090206,44.6792333333333,-106.4616,663.333333333333,144.757502898422,Excessive
10090207,45.3104,-105.6042,580,99.8287147181475,Excessive
10090208,44.7525666666667,-105.526166666667,466.666666666667,73.6547267075175,Excessive
10090209,46.322,-105.1511,656.666666666667,137.084884346356,Excessive
10090210,45.76365,-105.37015,590,117.538760652596,Excessive
10100001,46.45652,-106.6478,738,177.547586795437,Excessive
10100002,46.6563,-107.13125,550,90.7414980175097,Excessive
10100003,45.9916,-106.3696,500,69.5192184873766,Excessive
10100004,47.2645,-104.69152,610,114.751062517937,Excessive
10100005,46.2754,-104.7821,580,99.8287147181475,Excessive
10110101,48.103225,-102.2792625,535,84.2265736983154,Excessive
10110102,48.6696,-103.624,500,69.5192184873766,Excessive
10110201,45.54852,-104.4419,466,60.7352827534657,Excessive
10110203,46.86705,-103.60715,535,82.4411569634934,Excessive
10110204,46.9214,-103.98725,705,161.31551576595,Excessive
10110205,47.570075,-103.255425,567.5,95.2173343992344,Excessive
10120101,43.4448666666667,-105.538833333333,483.333333333333,67.5050064769246,Excessive
10120103,43.5787,-104.6579,500,69.5192184873766,Excessive
10120104,43.3297,-104.4031,520,76.6607181281259,Excessive
10120105,43.1886,-105.2663,280,14.1970913441747,Very Low
10120106,43.4824,-104.1371,1190,408.254273103468,Excessive
10120107,43.87478,-104.40972,574,106.145589411431,Excessive
10120108,42.7673,-103.7523,440,50.0437297093775,Excessive
10120109,43.61975,-103.44505,560,91.9658741823849,Excessive
10120110,44.2337,-103.7993,770,186.371769414728,Excessive
10120111,44.0593,-102.7698,540,84.1030336466222,Excessive
10120112,44.3342666666667,-101.660266666667,773.333333333333,189.610871423749,Excessive
10120113,44.79345,-102.40305,380,34.1789834414169,Medium
10120201,44.27435,-105.01455,525,80.0605500294107,Excessive
10120202,44.4955,-103.1754,556.666666666667,91.3251651543596,Excessive
10120203,44.3505,-103.9136,360,29.0718255219181,Medium
10130101,47.39666,-100.8687,518,81.5967941375717,Excessive
10130102,46.0795,-100.647533333333,476.666666666667,97.4053072221975,Excessive
10130103,46.85165,-99.789125,562.5,93.2831243431307,Excessive
10130104,46.2872666666667,-100.111433333333,630,121.450181716469,Excessive
10130105,44.880075,-100.433275,825,218.05873771256,Excessive
10130106,45.63338,-99.6019,562,109.448401595594,Excessive
10130201,47.12964,-102.09716,618,123.465622884728,Excessive
10130202,46.698825,-102.6452,650,137.966118608921,Excessive
10130203,46.7921,-101.2783,470,59.4031694844761,Excessive
10130204,46.3447,-102.16535,580,100.114826056001,Excessive
10130205,46.1143666666667,-102.211966666667,503.333333333333,72.1403810057511,Excessive
10130206,46.0463,-101.0579,520,76.6607181281259,Excessive
10130301,46.0296,-103.30585,825,219.734844854729,Excessive
10130302,45.7169,-103.4361,565,95.2105252827933,Excessive
10130303,45.6036666666667,-101.634666666667,583.333333333333,117.644299710793,Excessive
10130304,45.0954,-103.67755,590,103.954786539743,Excessive
10130305,45.2384,-102.56995,360,29.5039188556356,Medium
10130306,45.20116,-101.60248,646,142.851807453626,Excessive
10140101,43.57743,-99.26648,736,182.000689514646,Excessive
10140102,43.9278,-101.878,500,69.5192184873766,Excessive
10140103,44.66335,-99.61835,615,114.491345219774,Excessive
10140104,44.0246,-100.04585,1220,424.509348865205,Excessive
10140201,42.9873,-102.99542,430,54.4234313422718,Excessive
10140202,43.60224,-101.63332,636,146.320473751478,Excessive
10140204,43.6022,-100.4974,440,50.0437297093775,Excessive
10150001,42.9886,-98.9557,860,231.919499741968,Excessive
10150002,42.5871,-104.1953,270,12.7648450352117,Very Low
10150003,42.5853666666667,-102.289733333333,350,40.0522544602461,Optimum
10150004,42.7899166666667,-100.946033333333,693.333333333333,216.142531556286,Excessive
10150006,42.9862,-100.0925,290,17.4071106904342,Low
10150007,42.6405,-98.48405,425,50.6061141748735,Excessive
10160001,47.5641,-99.80775,655,132.458321724267,Excessive
10160002,47.177,-99.1283,422.5,66.4965705160729,Excessive
10160003,46.4408375,-98.5127625,635,129.644672180537,Excessive
10160004,46.09175,-98.40465,540,84.4242298264963,Excessive
10160005,45.657,-97.7487,470,59.4031694844761,Excessive
10160006,44.6744,-98.2836,544,93.2995305980375,Excessive
10160007,45.6614,-99.4268,520,76.6607181281259,Excessive
10160008,45.4596,-98.7494,540,84.1030336466222,Excessive
10160009,44.8886,-99.0183,330,28.4959353970238,Medium
10160010,45.3672,-97.4101,700,152.619227272585,Excessive
10160011,43.6380666666667,-97.9943,511.666666666667,75.6540589871378,Excessive
10170101,42.7485333333333,-97.5873666666667,568.333333333333,118.247445657952,Excessive
10170102,43.8393,-97.26295,630,123.091496578424,Excessive
10170103,44.348,-97.4195333333333,580,101.800523692573,Excessive
10170202,45.1746,-97.2266,670,138.74287242339,Excessive
10170203,43.96775,-96.4822,820,212.910996589737,Excessive
10170204,43.38704,-96.0898,1184,412.436546561692,Excessive
10180001,40.55665,-106.2887,630,121.576401782747,Excessive
10180002,41.32015,-106.6229,477.5,65.0438951667049,Excessive
10180003,42.2482,-106.8938,330,22.7735265634139,Low
10180004,41.81785,-106.5496,545,106.827483003342,Excessive
10180005,42.1392333333333,-106.080033333333,480,97.2464195022903,Excessive
10180006,42.52275,-107.75665,425,81.9475975704597,Excessive
10180007,42.8363,-106.15668,548,93.6917799864876,Excessive
10180008,42.6929666666667,-105.088133333333,413.333333333333,42.9200295328426,Optimum
10180009,41.875675,-103.4744125,381.25,44.0644955953963,Optimum
10180010,41.278925,-105.93425,670,140.630298292096,Excessive
10180011,41.8748,-105.2005,506.666666666667,87.5019803186251,Excessive
10180012,41.6171,-104.347533333333,516.666666666667,80.9862259886154,Excessive
10180013,41.4836,-103.9669,550,87.9322359360527,Excessive
10180014,41.4690666666667,-101.452233333333,216.666666666667,6.80725423546601,Very Low
10190001,39.102,-105.871133333333,1626.66666666667,635.696657423839,Excessive
10190002,39.4752,-105.6852,1530,591.45239261121,Excessive
10190003,39.69666,-104.6624,606,139.820981273709,Excessive
10190006,40.4412,-105.49375,620,117.577487471074,Excessive
10190007,40.739225,-105.21905,595,108.483186503885,Excessive
10190009,40.6122,-104.4399,683.333333333333,147.375733542787,Excessive
10190010,39.6125,-104.4216,440,50.0437297093775,Excessive
10190011,39.4451,-103.8962,750,176.553045399649,Excessive
10190012,40.58795,-103.217775,517.5,87.3472691286885,Excessive
10190013,40.0876,-103.6054,240,9.01297528206526,Very Low
10190015,41.2358666666667,-104.515433333333,530,102.800474149222,Excessive
10190016,41.2662333333333,-103.386466666667,446.666666666667,54.313279009633,Excessive
10190018,41.107525,-101.7751,587.5,113.078652768203,Excessive
10200101,40.81725,-99.547925,522.5,86.9997698270917,Excessive
10200103,41.2178,-98.0019,290,15.7224644340009,Very Low
10200201,41.5139666666667,-97.1239666666667,480,97.1585023851914,Excessive
10200203,40.8380333333333,-96.7527666666667,473.333333333333,61.6627401992118,Excessive
10210001,42.0053,-101.3823,320,29.9901892047936,Medium
10210002,41.82505,-101.3542,250,20.9620664421489,Low
10210003,41.4382,-99.1735,496.666666666667,74.2165637821214,Excessive
10210004,41.1969,-99.6647333333333,606.666666666667,119.487379081429,Excessive
10210005,41.5533,-99.9025,310,19.0566635740753,Low
10210006,42.2443,-100.63295,162.5,3.33868542223486,Very Low
10210007,41.7083,-98.8125,200,5.21198719590324,Very Low
10210008,42.2951,-99.6848,320,20.8670084021547,Low
10210009,41.4494,-98.5008,630,120.90183207821,Excessive
10210010,41.53155,-98.2964,685,145.900957027288,Excessive
10220001,42.26624,-98.70766,334,37.4653848142819,Optimum
10220002,42.2981,-97.6411,210,6.04023210526371,Very Low
10220003,41.6574,-97.0348,803.333333333333,204.351338047913,Excessive
10220004,42.4692,-97.2061,670,138.74287242339,Excessive
10230001,42.185325,-96.3293,912.5,260.490028272936,Excessive
10230003,43.0400142857143,-95.3788714285714,972.857142857143,306.082193578405,Excessive
10230004,42.7105,-95.9785,790,196.312931387408,Excessive
10230005,42.3839,-95.3421,1080,348.727040990648,Excessive
10230006,41.44845,-95.88345,1165,394.791510253171,Excessive
10230007,41.6897,-95.7795,1040,327.172273533508,Excessive
10240002,41.377,-95.3772,1132.5,385.956128281258,Excessive
10240003,40.942,-95.3097,1010,311.065786295667,Excessive
10240005,40.184475,-95.38945,667.5,164.895798131421,Excessive
10240006,40.6947,-96.22715,505,74.0845061981698,Excessive
10240007,39.98685,-96.15445,545,92.403053156942,Excessive
10240008,40.3678,-96.0475,980,295.026811848112,Excessive
10240010,40.9825,-94.7383,350,43.3702967032732,Optimum
10240011,39.635,-94.9913,725,164.847929131038,Excessive
10240012,39.4669,-94.6864,870,237.093387065707,Excessive
10240013,40.4061,-94.6523,485,65.1944748284849,Excessive
10250001,39.8047,-102.3105,310,19.0566635740753,Low
10250002,40.1426,-102.78484,508,78.4972098531831,Excessive
10250003,39.47838,-102.37098,628,133.77023818592,Excessive
10250004,40.16265,-100.86375,600,108.200214247558,Excessive
10250005,40.38,-101.2258,790,196.312931387408,Excessive
10250006,40.7306,-101.81715,355,37.7797252963202,Optimum
10250007,40.6971,-100.87995,310,20.7691114101314,Low
10250009,40.4651,-99.8193666666667,636.666666666667,124.25864138466,Excessive
10250010,39.5709,-101.1336,960,284.379954609956,Excessive
10250012,39.4386,-101.6219,630,120.90183207821,Excessive
10250013,39.5804,-101.8796,520,76.6607181281259,Excessive
10250015,39.70975,-100.2114,620,117.018472160098,Excessive
10250016,40.209925,-99.069725,410,48.6255764013242,Optimum
10250017,39.6565,-97.6722,500,70.1500791419823,Excessive
10260001,38.96825,-101.7683,625,119.560560334077,Excessive
10260003,38.82155,-100.5186,550,92.125979655713,Excessive
10260006,38.73155,-98.93355,545,86.0880530211963,Excessive
10260007,39.0003,-100.1574,730,166.868304389889,Excessive
10260008,38.77144,-97.42082,608,128.546755854371,Excessive
10260009,39.1388,-99.80265,545,90.6537935924935,Excessive
10260010,38.99595,-98.16715,610,113.337554179722,Excessive
10260011,39.5005,-100.3157,765,183.940393797033,Excessive
10260012,39.6768,-99.0155,765,192.2338328244,Excessive
10260013,39.42155,-99.99215,335,24.35293347736,Low
10260015,39.34278,-97.9963,826,235.559528177806,Excessive
10270102,39.1369,-96.3226,690,163.551933370621,Excessive
10270103,39.4848,-95.5370333333334,763.333333333333,185.808666000551,Excessive
10270201,41.1938,-97.4448,380,33.7515272869714,Medium
10270202,40.4754,-96.7608,330,22.7735265634139,Low
10270203,40.75535,-97.64405,495,68.031943806301,Excessive
10270204,40.49985,-97.52045,590,107.656277342657,Excessive
10270205,39.78565,-96.66375,485,64.8687594982362,Excessive
10270206,40.2574666666667,-97.6750666666667,753.333333333333,210.607669398945,Excessive
10280101,40.318,-94.22856,520,88.6075630658251,Excessive
10280102,40.348,-93.8694,310,19.0566635740753,Low
10280103,39.903,-93.22725,342.5,32.0605576507465,Medium
10280201,40.5664,-92.6752,360,29.0718255219181,Medium
10280202,40.1195,-92.6408,520,76.6607181281259,Excessive
10280203,39.6738,-92.6189,290,15.7224644340009,Very Low
10290101,38.5178333333333,-95.5061,530,80.6332958283931,Excessive
10290102,38.3677666666667,-94.6213666666667,806.666666666667,262.025910187789,Excessive
10290104,37.8199,-94.5658,490,66.0659223835927,Excessive
10290106,37.7357666666667,-93.8123666666667,516.666666666667,91.6723034045901,Excessive
10290108,38.54095,-94.0264,380,33.941631098066,Medium
10290109,38.1578333333333,-92.9045,440,51.1769253183015,Excessive
10290110,37.61605,-93.03255,300,19.6510521500073,Low
10290111,38.20705,-92.2226,480,63.3522239187517,Excessive
10290201,37.51945,-92.39675,515,92.1051695045832,Excessive
10300101,39.22,-94.1468,450,63.1992229438901,Excessive
10300102,38.88155,-92.30375,396.666666666667,43.017416437254,Optimum
10300103,38.437,-92.8949,470,59.4031694844761,Excessive
10300104,38.894,-93.5644,556.666666666667,97.2524518186723,Excessive
10300200,38.67095,-91.10685,755,180.187191926652,Excessive
11010001,36.34745,-93.5279,400,39.5577776156478,Optimum
11010002,37.1178,-93.2242,485,71.7238315966327,Excessive
11010003,36.56935,-92.8339,510,79.5186993423242,Excessive
11010005,35.91495,-92.76965,260,11.4244434152116,Very Low
11010006,36.793575,-92.3479,420,46.1530182224067,Optimum
11010007,37.5202,-91.2029,530,80.3452199475923,Excessive
11010008,36.8749833333333,-91.22915,293.333333333333,21.4806325444696,Low
11010009,35.9489,-91.1918,560,91.8308860948003,Excessive
11010010,36.4064,-91.875,210,6.04023210526371,Very Low
11010011,36.9294,-91.82,580,99.8287147181475,Excessive
11010012,36.2067,-91.5655,590,103.923975421479,Excessive
11010013,35.47295,-91.5654,540,123.748899390105,Excessive
11010014,35.6274,-92.2099666666667,353.333333333333,34.6531374078432,Medium
