HUC_8,P_emitted (kg/year),P_emittedManure  (kg/year),P_emittedFertilizer  (kg/year),P_uptake  (kg/year),P_balance  (kg/year),P_TES (dimensionless metric),P Saturation
10120102,149372.71267808,114187.750769228,35184.9619088521,449206.176541531,-299833.46386345,2.00728405133563,Not saturated
10120103,324423.766635533,272451.661824677,51972.1048108558,1501396.59029802,-1176972.82366249,3.62788717937775,Not saturated
10120104,359009.813209012,289282.525103667,69727.2881053453,30411.0521186987,328598.761090313,-0.915291863899571,Saturated
10120105,273171.861853282,211249.261225875,61922.6006274071,74388.8014817683,198783.060371514,-0.727684978324298,Saturated
10120106,478241.734459395,400339.020495812,77902.7139635832,3979828.24586138,-3501586.51140199,7.32179201248545,Not saturated
10120107,323778.016213105,278874.498160096,44903.5180530083,3852314.08779592,-3528536.07158282,10.8980100404976,Not saturated
10120108,433630.001503166,355451.922487683,78178.0790154826,107858140.804377,-107424510.802874,247.733114476604,Not saturated
10120109,881142.080434693,697968.711602581,183173.368832112,78359.4063070382,802782.674127655,-0.911070634297273,Saturated
10120110,249084.265531586,185062.053545171,64022.2119864149,9540608.75569976,-9291524.49016818,37.3027355635595,Not saturated
10120111,910395.260533135,686139.682985879,224255.577547256,12754898.3220664,-11844503.0615332,13.010286383298,Not saturated
10120112,1334390.63156648,827757.092501979,506633.539064497,1249821.89943536,84568.7321311154,-0.063376293366087,Saturated
10120113,1087053.68441787,780760.697293078,306292.987124792,8521.15076756605,1078532.5336503,-0.992161241997787,Saturated
10120201,913106.94091985,796095.47818529,117011.46273456,4222112.21845344,-3309005.27753359,3.62389675211553,Not saturated
10120202,1497288.98225624,1152126.09045,345162.891806245,841277.288068075,656011.694188169,-0.438132986993355,Saturated
10120203,369821.609487986,309164.983149381,60656.6263386051,2916835.46463385,-2547013.85514586,6.88714177268379,Not saturated
10130101,3442627.73817377,699641.765975926,2742985.97219784,246542.179733643,3196085.55844012,-0.928385466427332,Saturated
10130102,4337022.80323077,1406794.47303116,2930228.3301996,9810389.83816242,-5473367.03493165,1.26201020452426,Not saturated
10130103,5323662.66809469,1544134.12789147,3779528.54020322,5409579.4538997,-85916.7858050056,0.016138660760742,Not saturated
10130104,1737430.62406339,464431.035955315,1272999.58810808,548595.92106118,1188834.70300221,-0.68424873289147,Saturated
10130105,6378377.3871992,1575271.9067664,4803105.48043279,7267953.11249351,-889575.725294312,0.139467402333328,Not saturated
10130106,3288594.01831274,967635.141547318,2320958.87676542,1533503.0697201,1755090.94859264,-0.533690367013777,Saturated
10130201,3159337.9908846,1247778.62101672,1911559.36986789,2514102.24094806,645235.749936547,-0.204231314217788,Saturated
10130202,3855230.38030506,809962.564404639,3045267.81590042,1192993.79295205,2662236.587353,-0.690551880103815,Saturated
10130203,2423820.45632524,916659.155595845,1507161.30072939,3812908.95610197,-1389088.49977674,0.5730987607402,Not saturated
10130204,2621348.81073278,492853.206650267,2128495.60408251,1000243.22290698,1621105.5878258,-0.618424217787573,Saturated
10130205,2104076.67313057,484140.692172643,1619935.98095793,514559.118900515,1589517.55423006,-0.755446593048853,Saturated
10130206,1088070.05576196,432777.11488265,655292.940879305,3506168.7220955,-2418098.66633355,2.22237405903078,Not saturated
10130301,1584029.309461,488670.694513958,1095358.61494704,578403.109524334,1005626.19993667,-0.634853278238174,Saturated
10130302,998438.533808417,711278.650475085,287159.883333331,4666285.98740598,-3667847.45359756,3.67358363023813,Not saturated
10130303,1594524.51377388,608281.897210863,986242.616563016,7964411.55716741,-6369887.04339353,3.9948504951595,Not saturated
10130304,440362.640100873,318749.980904957,121612.659195916,37507430.7428291,-37067068.1027282,84.1739619288261,Not saturated
10130305,906154.583827416,624689.352029671,281465.231797745,567010.828187862,339143.755639553,-0.374266997808561,Saturated
10130306,1401011.45476342,742151.636764466,658859.817998956,2793037.61921503,-1392026.16445161,0.993586568988239,Not saturated
10140101,8981941.8719002,2909677.16698489,6072264.70491531,16704670.6151889,-7722728.74328869,0.859806136961214,Not saturated
10140102,3232875.66796203,1719414.96234227,1513460.70561977,875507.868120927,2357367.79984111,-0.729186038053596,Saturated
10140103,2286999.42713057,444591.760064542,1842407.66706603,176810.84506678,2110188.58206379,-0.922688723499761,Saturated
10140104,1027928.30904961,254191.273772322,773737.035277288,0,1027928.30904961,-1,Saturated
10140105,2936441.11914526,896067.907885942,2040373.21125932,0,2936441.11914526,-1,Saturated
10140201,2542181.75565072,1410855.90174646,1131325.85390426,11061162.8261469,-8518981.0704962,3.35105114005335,Not saturated
10140202,1880384.12188381,1240556.85757115,639827.264312669,1973147.4276951,-92763.3058112843,0.049332104399154,Not saturated
10140203,1162422.25445625,679521.135236669,482901.11921958,4921833.1747541,-3759410.92029785,3.23411815791191,Not saturated
10140204,2704653.89143084,1106105.49926168,1598548.39216916,2548595.36384514,156058.527585704,-0.057699999279074,Saturated
10150001,1462018.51224962,787516.110705767,674502.40154385,713230.231627765,748788.280621852,-0.512160601489024,Saturated
10150002,1021069.76278851,680001.753820698,341068.008967809,748790.022491139,272279.740297368,-0.266661250994037,Saturated
10150003,6031021.34769534,2983789.88830336,3047231.45939198,6822871.89757937,-791850.549884033,0.131296260489382,Not saturated
10150004,3990706.50922217,2533465.67462954,1457240.83459263,38432602.3161806,-34441895.8069584,8.63052587990778,Not saturated
10150005,710636.127768637,549225.436789583,161410.690979054,3035140.43457863,-2324504.30681,3.27101904333069,Not saturated
10150006,2016772.08284324,1237619.54372596,779152.53911728,0,2016772.08284324,-1,Saturated
10150007,4450948.10832926,2173009.96227844,2277938.14605081,26658463.9997788,-22207515.8914495,4.98938997960718,Not saturated
10160001,4995055.29246116,463673.099297089,4531382.19316407,11145099.2117868,-6150043.91932564,1.23122639475236,Not saturated
10160002,3281970.73422695,326515.535480982,2955455.19874597,3875191.38223861,-593220.648011657,0.180751352175414,Not saturated
10160003,14811025.6127089,2250856.84559368,12560168.7671152,370580.245262449,14440445.3674465,-0.974979433906018,Saturated
10160004,5126950.86557567,812546.27663001,4314404.58894566,5186625.11646813,-59674.2508924566,0.011639325684421,Not saturated
10160005,2679791.1331904,521211.022289348,2158580.11090105,8792483.04562782,-6112691.91243743,2.28103296437138,Not saturated
10160006,13794037.8896367,2940359.3525033,10853678.5371334,1507072.20301689,12286965.6866198,-0.890744667002173,Saturated
10160007,2802189.91353321,489907.689319127,2312282.22421409,25192113.1611766,-22389923.2476434,7.99015196632854,Not saturated
10160008,5349968.64920284,1072437.31140871,4277531.33779412,2894753.71405286,2455214.93514998,-0.458921368729107,Saturated
10160009,4438645.79387553,1083065.73244219,3355580.06143334,36112737.1060726,-31674091.312197,7.13598083359143,Not saturated
10160011,14988377.7441719,4186329.52637101,10802048.2178009,7461975.26633525,7526402.47783664,-0.502149238983733,Saturated
10170101,12042266.1325117,3894983.64647982,8147282.48603186,9066636.47301848,2975629.65949319,-0.247098812362201,Saturated
10170102,10687572.4614886,1556526.50559216,9131045.95589645,7169098.90699488,3518473.55449372,-0.329211667773212,Saturated
10170103,1666382.45535902,293723.953882615,1372658.50147641,7835615.75221309,-6169233.29685407,3.70217129747978,Not saturated
10170201,5186651.48306218,1100681.06579174,4085970.41727044,23076800.8312247,-17890149.3481626,3.44926768389695,Not saturated
10170202,8225753.81039473,1578392.86967636,6647360.94071837,19939540.516005,-11713786.7056103,1.4240380852157,Not saturated
10170203,19507129.7619379,5778053.31267703,13729076.4492608,5917430.69120343,13589699.0707344,-0.696652928266799,Saturated
10170204,11111554.4090392,4772174.06787694,6339380.34116225,19409206.6140472,-8297652.20500797,0.746758905149929,Not saturated
10180001,404323.441977636,354430.732962319,49892.709015317,1489453.36962177,-1085129.92764413,2.68381650674648,Not saturated
10180002,820888.21094987,633798.39381417,187089.8171357,3476585.59098627,-2655697.3800364,3.23515107734758,Not saturated
10180003,267300.526015671,206230.141722019,61070.3842936522,864873.405137971,-597572.8791223,2.23558437399883,Not saturated
10180004,327079.419962456,245387.236153665,81692.183808791,3645177.5690953,-3318098.14913284,10.1446252702592,Not saturated
10180005,235902.866465695,172208.02605886,63694.8404068349,3447263.36067153,-3211360.49420583,13.6130626232676,Not saturated
10180006,330919.476571325,199280.771486019,131638.705085306,22376.802390743,308542.674180582,-0.932379917245759,Saturated
10180007,593040.183614982,443563.746964494,149476.436650488,4916609.14082133,-4323568.95720635,7.29051601672465,Not saturated
10180008,1034576.98650563,657610.041395721,376966.945109905,307628.736194554,726948.250311071,-0.702652639477708,Saturated
10180009,7419556.85243817,3955748.0577818,3463808.79465637,6977224.72825379,442332.124184383,-0.059617054358041,Saturated
10180010,484581.97205454,326923.855675262,157658.116379278,7993985.74992847,-7509403.77787393,15.4966635387516,Not saturated
10180011,1495187.02350705,899153.893473824,596033.130033223,1636943.90224844,-141756.878741392,0.094808794159338,Not saturated
10180012,2058634.00936712,925727.508755537,1132906.50061159,2307567.31328819,-248933.303921061,0.120921593050719,Not saturated
10180013,1511370.88381474,938622.84951687,572748.034297873,6918768.24185688,-5407397.35804214,3.57780966667408,Not saturated
10180014,1967873.26327076,1467597.31608817,500275.947182589,8050675.98630106,-6082802.7230303,3.09105410219366,Not saturated
10190001,94425.0268133056,91585.1023887639,2839.92442454174,0,94425.0268133056,-1,Saturated
10190002,77206.2509917656,63964.9429549781,13241.3080367875,0,77206.2509917656,-1,Saturated
10190003,3663228.68364454,2810240.43307784,852988.250566695,5778215.33326604,-2114986.64962151,0.577355888007873,Not saturated
10190004,32302.0327505518,26942.3580139132,5359.6747366386,806124.47408985,-773822.441339299,23.9558435010899,Not saturated
10190005,416651.623241137,273864.954843528,142786.668397609,2106595.77405372,-1689944.15081258,4.0560124011194,Not saturated
10190006,304262.474368168,219884.301923503,84378.1724446651,6906598.19273138,-6602335.71836321,21.6994742190066,Not saturated
10190007,1051281.91668835,758631.446107559,292650.470580793,43824455.2353782,-42773173.3186899,40.6866822682823,Not saturated
10190008,1191018.34642186,926415.6175378,264602.72888406,1313635.5535797,-122617.207157845,0.1029515687363,Not saturated
10190009,2606188.8261286,1973630.66327359,632558.162855013,6804971.0009567,-4198782.1748281,1.61108133560117,Not saturated
10190010,503283.783078376,349905.163981623,153378.619096753,5201546.36524417,-4698262.5821658,9.33521551882418,Not saturated
10190011,762424.647453424,473828.572806129,288596.074647295,12975093.2040396,-12212668.5565862,16.0181974669599,Not saturated
10190012,6061811.27745285,4217451.04762279,1844360.22983006,0,6061811.27745285,-1,Saturated
10190013,1164980.66890252,676832.392007438,488148.276895081,0,1164980.66890252,-1,Saturated
10190014,1842631.21086987,1467735.1927279,374896.018141972,7092079.75650203,-5249448.54563216,2.84888724052058,Not saturated
10190015,942119.499440785,444770.106257812,497349.393182973,5957157.08268193,-5015037.58324115,5.32314381160556,Not saturated
10190016,1358723.76145541,691614.761532841,667108.999922572,1914027.32692421,-555303.565468794,0.408694968927293,Not saturated
10190017,850792.037931372,569268.723092004,281523.314839368,4221312.23581906,-3370520.19788768,3.96162639942284,Not saturated
10190018,2095604.09160192,784547.256540835,1311056.83506109,4968379.89727698,-2872775.80567506,1.37085808201446,Not saturated
10200101,13105466.2086045,5258552.11862593,7846914.08997856,39824491.7204105,-26719025.511806,2.03876955512375,Not saturated
10200102,3731367.03170966,1090278.9782544,2641088.05345525,28324768.2917892,-24593401.2600796,6.59098958936002,Not saturated
10200103,6205290.2266132,1781008.02476341,4424282.20184979,24442954.3948961,-18237664.1682829,2.93905095527447,Not saturated
10200201,5896517.14686165,1167211.01917917,4729306.12768248,0,5896517.14686165,-1,Saturated
10200202,2271992.15932292,333669.642668771,1938322.51665415,23895923.4698283,-21623931.3105054,9.51760824603796,Not saturated
10200203,5723903.50227615,861507.953016918,4862395.54925923,70472473.0627631,-64748569.5604869,11.3119603666867,Not saturated
10210001,1367784.73639001,1166656.53198339,201128.204406624,5400355.44682538,-4032570.71043537,2.9482495330943,Not saturated
10210002,1207148.29713416,1031645.1827583,175503.114375862,5201712.30903958,-3994564.01190542,3.30909136962603,Not saturated
10210003,5075217.96463829,2346499.57222615,2728718.39241213,15959789.1463948,-10884571.1817565,2.14465098003574,Not saturated
10210004,4643489.40326262,1859149.33114206,2784340.07212056,1714159.7142572,2929329.68900541,-0.630846640232925,Saturated
10210005,2000104.69699865,987155.786405792,1012948.91059286,18806432.9395431,-16806328.2425445,8.40272425126744,Not saturated
10210006,2045278.1047481,1618849.78007405,426428.324674055,1228630.88862788,816647.21612022,-0.39928419231809,Saturated
10210007,3348248.66173357,1391440.0494092,1956808.61232436,567144.691798629,2781103.96993494,-0.83061452445859,Saturated
10210008,1418988.13724944,880047.187928127,538940.949321315,3686229.2309207,-2267241.09367126,1.59778720776769,Not saturated
10210009,7512886.71538454,2180266.76484557,5332619.95053897,1871456.5613895,5641430.15399505,-0.750900468450134,Saturated
10210010,3521638.86839238,1595086.19031016,1926552.67808222,1007618.56844845,2514020.29994393,-0.713877939759217,Saturated
10220001,8682271.91385907,3696763.09184695,4985508.82201212,1217399.18661846,7464872.72724062,-0.85978333796766,Saturated
10220002,3291924.31867102,1218293.86951933,2073630.44915169,5894815.58184108,-2602891.26317006,0.790689885671754,Not saturated
10220003,13424742.6058325,5204939.03004862,8219803.57578391,1643516.0466832,11781226.5591493,-0.877575600893148,Saturated
10220004,5479731.72836163,1983203.71384111,3496528.01452051,7053323.23712503,-1573591.50876341,0.287165793284901,Not saturated
10230001,6772142.02003803,1450574.69410652,5321567.32593151,6315120.62764599,457021.392392038,-0.067485500309911,Saturated
10230002,7865728.34766758,4467701.9599775,3398026.38769008,15728777.8384103,-7863049.49074267,0.999659426717208,Not saturated
10230003,13765992.8412092,4254557.98799421,9511434.85321499,561831.322629293,13204161.5185799,-0.959187010402372,Saturated
10230004,4864454.16113409,1502714.78672407,3361739.37441002,966887.912338738,3897566.24879535,-0.801234037713016,Saturated
10230005,3917574.21302065,1268511.64943019,2649062.56359046,1677722.95678013,2239851.25624053,-0.571744435318172,Saturated
10230006,3242538.90735625,742178.437538822,2500360.46981743,4170496.41526809,-927957.507911842,0.286182381900372,Not saturated
10230007,6197292.33329458,1757104.6782292,4440187.65506538,7833945.54243521,-1636653.20914063,0.264091658279183,Not saturated
10240001,2886509.14800371,307427.230693389,2579081.91731033,3431542.697397,-545033.549393283,0.188821001925535,Not saturated
10240002,7534208.77690791,1844058.92602744,5690149.85088046,8182829.50595878,-648620.729050876,0.08609009230523,Not saturated
10240003,5056920.091195,1815486.77272756,3241433.31846744,2854401.60730649,2202518.48388851,-0.435545439549952,Saturated
10240004,674062.021359509,71767.4812368564,602294.540122652,2079070.63147185,-1405008.61011234,2.08439070232527,Not saturated
10240005,6615490.95714534,858310.382114034,5757180.5750313,1299878.39288767,5315612.56425767,-0.803509913125393,Saturated
10240006,2840636.00801819,497706.721787327,2342929.28623087,19088798.9493893,-16248162.9413711,5.71990318207183,Not saturated
10240007,2203929.36869904,567286.347620851,1636643.02107819,4868688.17877132,-2664758.81007227,1.20909446914138,Not saturated
10240008,4151585.28067329,705721.391681307,3445863.88899199,2545728.20548473,1605857.07518856,-0.386805754096934,Saturated
10240009,3005982.90388426,1339445.12062108,1666537.78326318,9052626.76954142,-6046643.86565716,2.01153634568042,Not saturated
10240010,3276914.60784244,1045423.80221748,2231490.80562496,8134898.51535958,-4857983.90751714,1.48248718348987,Not saturated
10240011,1681222.57020769,432113.582093155,1249108.98811454,1408041.38476961,273181.185438086,-0.162489601483484,Saturated
10240012,4289893.58309418,1656543.34614835,2633350.23694583,24805660.8601986,-20515767.2771044,4.78234876453671,Not saturated
10240013,2493616.88149918,1044522.58146427,1449094.30003491,11530889.7748764,-9037272.89337726,3.62416254093691,Not saturated
10250001,2613427.47826517,1472988.93006818,1140438.548197,9982711.27974404,-7369283.80147886,2.81977742361946,Not saturated
10250002,4798072.86562408,2734718.27102749,2063354.59459659,4098361.71928477,699711.14633931,-0.145831704923118,Saturated
10250003,3043320.65821473,1357079.40422919,1686241.25398554,6811100.14362612,-3767779.48541138,1.23804879884778,Not saturated
10250004,3078074.23603137,1596277.46062451,1481796.77540686,1259400.83940056,1818673.39663081,-0.59084780196064,Saturated
10250005,3525520.09217594,1253116.54827564,2272403.5439003,64778223.8541591,-61252703.7619832,17.3740901088379,Not saturated
10250006,3448529.72719154,745603.289530001,2702926.43766154,2747757.12219258,700772.604998961,-0.203209095016172,Saturated
10250007,1397103.86636728,674113.653049522,722990.213317758,722639.99940517,674463.866962111,-0.482758571641375,Saturated
10250008,1347622.85837442,762573.160894355,585049.697480063,2377666.6819199,-1030043.82354548,0.764341311921632,Not saturated
10250009,4874817.11335299,1547659.20320322,3327157.91014977,773212.243955113,4101604.86939788,-0.841386409792247,Saturated
10250010,1090753.93584682,468250.948307817,622502.987539,1800289.417371,-709535.481524179,0.650500042407204,Not saturated
10250011,1623020.02025807,518604.586075112,1104415.43418296,2762780.20903471,-1139760.18877664,0.702246537042352,Not saturated
10250012,782587.125122133,250147.272037419,532439.853084714,5871778.49115863,-5089191.3660365,6.50303487326381,Not saturated
10250013,572038.374924728,241261.593649791,330776.781274937,5513536.94580582,-4941498.57088109,8.63840397338958,Not saturated
10250014,2029442.31381754,595474.577144164,1433967.73667338,1439807.37366106,589634.940156483,-0.29054037956237,Saturated
10250015,1469576.89949012,692664.971741497,776911.927748624,787800.573928856,681776.325561266,-0.463926947815941,Saturated
10250016,7134084.3072019,2337528.87533135,4796555.43187054,262573.573524952,6871510.73367694,-0.96319449529635,Saturated
10250017,3693474.98429718,1337989.99739033,2355484.98690684,262831.727382998,3430643.25691418,-0.928838904148416,Saturated
10260001,472541.13852608,252693.233569824,219847.904956256,7600187.25627633,-7127646.11775025,15.0836520603949,Not saturated
10260002,691903.390220742,231401.323303858,460502.066916885,37195375.6277559,-36503472.2375352,52.7580479492798,Not saturated
10260003,2031618.28252501,1265826.71281176,765791.569713249,2873869.08967854,-842250.807153525,0.41457138597253,Not saturated
10260004,1973226.09648709,1646639.7519048,326586.344582287,325002.422691732,1648223.67379536,-0.835293875714329,Saturated
10260005,741861.435517272,337625.022748629,404236.412768643,1351728.10536815,-609866.669850874,0.822076253937687,Not saturated
10260006,1642738.83270347,778092.156158196,864646.676545273,558353.563486824,1084385.26921665,-0.660108136259288,Saturated
10260007,911946.923597245,502097.737475022,409849.186122223,709296.209409982,202650.714187263,-0.222217663049832,Saturated
10260008,3520604.86945726,1373731.80449011,2146873.06496715,587112.881651944,2933491.98780531,-0.833235224223713,Saturated
10260009,2124070.03495385,1079964.72324018,1044105.31171367,6582498.62743367,-4458428.59247982,2.09900263132175,Not saturated
10260010,1457827.1303021,665044.870858765,792782.259443332,530356.334102278,927470.79619982,-0.636200806612527,Saturated
10260011,1662903.27571476,842033.191505645,820870.084209114,684337.528990193,978565.746724566,-0.58846822964129,Saturated
10260012,3094927.03737611,678659.245500277,2416267.79187583,7185868.13504183,-4090941.09766572,1.32182149958987,Not saturated
10260013,1131295.65376189,645908.223857012,485387.429904874,568682.461120036,562613.19264185,-0.497317558651443,Saturated
10260014,1700757.97840937,622159.516281505,1078598.46212787,1023169.63591762,677588.342491754,-0.398403741798387,Saturated
10260015,2963586.79010813,1235926.10780206,1727660.68230607,20182363.2159743,-17218776.4258662,5.81011377272267,Not saturated
10270101,811164.262867683,307416.694157895,503747.568709788,1342679.90277264,-531515.639904956,0.655250316410521,Not saturated
10270102,3135033.57280036,1326988.26505785,1808045.30774251,1748583.46189747,1386450.11090289,-0.442244103199331,Saturated
10270103,2806112.35916024,780077.475820369,2026034.88333988,1862221.41787804,943890.941282202,-0.336369617631658,Saturated
10270104,1884472.33513129,942597.239990939,941875.095140353,592765.08086302,1291707.25426827,-0.685447714029869,Saturated
10270201,6562813.72318077,1614051.25737034,4948762.46581042,7202583.81652017,-639770.093339406,0.097484115857144,Not saturated
10270202,5159229.41428288,1087206.05612764,4072023.35815524,95035.0690046293,5064194.34527825,-0.98157960009657,Saturated
10270203,8917305.76067046,1782498.95723242,7134806.80343804,2937709.25708744,5979596.50358302,-0.670560891828546,Saturated
10270204,3586162.30568536,534474.829824395,3051687.47586097,1147843.64531157,2438318.6603738,-0.679924234468747,Saturated
10270205,3623142.23345022,1054810.68063727,2568331.55281295,824072.001875848,2799070.23157437,-0.772553228998933,Saturated
10270206,13504238.5787887,2555100.95061849,10949137.6281702,1607598.58317388,11896639.9956148,-0.880955999570463,Saturated
10270207,4958583.27607369,1030730.48932044,3927852.78675325,1144403.78925733,3814179.48681636,-0.769207508366485,Saturated
10280101,8524908.77586707,4337450.76310444,4187458.01276264,93612.4431737791,8431296.33269329,-0.989018950743639,Saturated
10280102,5242954.87253275,2699717.06781015,2543237.8047226,82660637.852484,-77417682.9799512,14.7660403078298,Not saturated
10280103,5022511.38780117,2114678.44788841,2907832.93991276,8771250.14145368,-3748738.75365251,0.746387307902888,Not saturated
10280201,3223900.18398377,1808968.12226701,1414932.06171677,4024125.16525623,-800224.981272452,0.248216425945177,Not saturated
10280202,1919106.79245298,674828.423953442,1244278.36849954,13686143.8394079,-11767037.046955,6.13151758580067,Not saturated
10280203,1424006.57066013,472715.188862595,951291.381797535,6029521.91974565,-4605515.34908552,3.23419529374119,Not saturated
10290101,2796410.14251167,1216940.30146736,1579469.84104431,2137188.62424224,659221.51826943,-0.235738494953867,Saturated
10290102,2541219.79075407,1183238.19520279,1357981.59555129,1915.53258605224,2539304.25816802,-0.999246215304547,Saturated
10290103,1005338.41014133,459932.611964203,545405.798177123,156641.535645594,848696.874495732,-0.844190240753286,Saturated
10290104,2243591.06823544,1028935.69787765,1214655.3703578,4168954.35137071,-1925363.28313527,0.858161413813054,Not saturated
10290105,2347405.59868189,1114437.51389209,1232968.0847898,224750.616069113,2122654.98261278,-0.904255738251918,Saturated
10290106,4020814.13261479,2756815.49502421,1263998.63759057,25748.8384592944,3995065.29415549,-0.993596113222336,Saturated
10290107,1586345.56780093,1217735.36139529,368610.20640564,3310926.1014815,-1724580.53368057,1.08714051256264,Not saturated
10290108,4520124.61649506,1817437.54132567,2702687.07516939,12630.0743989311,4507494.54209613,-0.997205812788249,Saturated
10290109,1438388.86099267,1023366.79265333,415022.068339337,6435700.58467054,-4997311.72367788,3.47424250784945,Not saturated
10290110,1261437.86109654,898669.877502527,362767.983594018,3841286.97807653,-2579849.11697998,2.04516543901526,Not saturated
10290111,2603828.98255053,2018853.46703732,584975.51551321,105092.386397007,2498736.59615353,-0.95963929002201,Saturated
10290201,2704718.86250085,1533243.51579323,1171475.34670762,2526062.7035881,178656.158912749,-0.066053504262384,Saturated
10290202,762275.508134212,371477.336037425,390798.172096787,80158258.8843683,-79395983.3762341,104.156545145427,Not saturated
10290203,1424439.99939238,962788.765439639,461651.233952746,1978415.8759276,-553975.876535216,0.388907835199463,Not saturated
10300101,4650399.15455958,1215548.89628237,3434850.2582772,101234.860698542,4549164.29386103,-0.978230930865518,Saturated
10300102,7698774.47375826,4112668.18059396,3586106.2931643,700648.715170473,6998125.75858779,-0.908992175630202,Saturated
10300103,3175002.28387676,1597408.05810251,1577594.22577425,4285255.6402483,-1110253.35637154,0.349685844955013,Not saturated
10300104,4344098.93301234,1339027.64249528,3005071.29051706,34514.0183238312,4309584.91468851,-0.992054964940705,Saturated
10300200,2311704.47901847,733415.543405054,1578288.93561342,239529.742515895,2072174.73650258,-0.89638392593434,Saturated
11010001,7447772.1741442,7270221.12969739,177551.044446805,0,7447772.1741442,-1,Saturated
11010002,2824682.64165913,2461074.20455093,363608.437108196,471418.044637143,2353264.59702198,-0.833107607316818,Saturated
11010003,2917613.63656376,2554096.64039536,363516.996168406,25591.4666009706,2892022.16996279,-0.991228630727435,Saturated
11010004,1366104.46625292,1150916.56630979,215187.899943127,2408960.08118058,-1042855.61492766,0.763379112424765,Not saturated
11010005,735017.854121168,654782.027869064,80235.8262521039,2454320.37584511,-1719302.52172394,2.33913028382098,Not saturated
11010006,1714474.06550144,1311564.73891162,402909.326589822,3573177.63254283,-1858703.56704139,1.08412463299512,Not saturated
11010007,1507645.49128424,377729.108219308,1129916.38306494,4882229.55894748,-3374584.06766324,2.23831403812888,Not saturated
11010008,1579190.86824919,846022.467337295,733168.400911898,2853570.30206803,-1274379.43381884,0.806982524684753,Not saturated
11010009,1255729.26149562,579838.531668239,675890.729827381,1899968.07640417,-644238.81490855,0.513039581590412,Not saturated
11010010,1127436.94309624,815790.249045037,311646.694051204,900139.785443843,227297.157652398,-0.20160520643237,Saturated
11010011,1129104.57404947,768948.354142136,360156.219907333,4917180.23297239,-3788075.65892292,3.35493783834141,Not saturated
11010012,937897.941832994,752802.813875002,185095.127957992,41622.4596838387,896275.482149155,-0.955621547049679,Saturated
11010013,1068232.96250235,250182.288618013,818050.673884336,16437.3093054894,1051795.65319686,-0.984612617394819,Saturated
11010014,1389890.41210064,1050092.97225322,339797.439847418,1415487.55308553,-25597.1409848963,0.018416661315197,Not saturated
11020001,378158.653527164,323966.006573101,54192.6469540629,3118755.03104032,-2740596.37751316,7.24721317878369,Not saturated
11020002,342296.002400164,292496.760832866,49799.2415672977,1415807.81232261,-1073511.80992244,3.13620901908005,Not saturated
11020003,115341.474178382,98470.2093965939,16871.2647817882,31765.0557829594,83576.4183954228,-0.724599880405266,Saturated
11020004,187830.902551039,160284.63104927,27546.2715017685,2568793.3254307,-2380962.42287966,12.6760953098902,Not saturated
11020005,1042774.0046694,877577.008890099,165196.995779301,62268.2059776708,980505.798691729,-0.940286000898716,Saturated
11020006,284021.132747892,240729.85032963,43291.2824182623,6765031.20470937,-6481010.07196147,22.818760031192,Not saturated
11020007,270952.933762179,233525.128568411,37427.8051937684,1554810.11602596,-1283857.18226378,4.73830330765362,Not saturated
11020008,576749.538188327,435444.620479948,141304.917708378,43457.9961432849,533291.542045042,-0.924650141411826,Saturated
11020009,2004017.47972104,1342512.43365196,661505.04606908,1800885.78762639,203131.69209465,-0.101362235684155,Saturated
11020010,682076.125317817,592490.516343541,89585.6089742756,2019076.87915343,-1337000.75383561,1.9601928644147,Not saturated
11020011,758734.428696064,402891.855557486,355842.573138578,2667130.91095757,-1908396.48226151,2.51523643857999,Not saturated
11020012,419162.937801427,225105.858764718,194057.079036709,37743.6208235628,381419.316977864,-0.909954775530648,Saturated
11020013,561305.278987137,368425.163841633,192880.115145504,8330.35704516938,552974.921941968,-0.985158954748829,Saturated
11030001,4382910.3234819,3583556.43517414,799353.888307757,298631.949895781,4084278.37358612,-0.931864462684571,Saturated
11030002,2598777.19548049,2280955.03149132,317822.163989166,8719807.06815332,-6121029.87267283,2.3553500020386,Not saturated
11030003,3732771.47183293,2989319.17609401,743452.295738917,7271775.38881465,-3539003.91698173,0.948090164020662,Not saturated
11030004,4283496.31673292,1922747.81311288,2360748.50362004,2670304.14166481,1613192.17506811,-0.376606411161458,Saturated
11030005,4160783.8580322,2806703.71767397,1354080.14035823,3208679.57470089,952104.283331305,-0.228828104467218,Saturated
11030006,1458444.36877779,1063953.22368682,394491.145090969,579536.922329471,878907.446448323,-0.602633508184385,Saturated
11030007,1483223.6935491,1216079.84896523,267143.844583876,796847.488578288,686376.204970817,-0.462759736077594,Saturated
11030008,847122.50532474,281669.57224243,565452.93308231,6684438.72243633,-5837316.21711159,6.89075804316389,Not saturated
11030009,2433163.06412679,1006826.32433916,1426336.73978762,209118.790131357,2224044.27399543,-0.91405475727686,Saturated
11030010,1085762.95281819,373311.049748875,712451.903069311,2070586.11936684,-984823.16654865,0.907033311453906,Not saturated
11030011,1586499.64577081,736522.305505609,849977.340265196,717658.648133875,868840.997636931,-0.547646512215136,Saturated
11030012,2482713.63219783,931343.0959666,1551370.53623123,10320224.2895656,-7837510.65736773,3.15683232883752,Not saturated
11030013,1169766.49161325,246475.604377302,923290.887235947,4080964.3663458,-2911197.87473255,2.48870000603083,Not saturated
