HUC_8,P_emitted (kg/year),P_emittedManure  (kg/year),P_emittedFertilizer  (kg/year),P_uptake  (kg/year),P_balance  (kg/year),P_TES (dimensionless metric),P Saturation
5010005,446095.876028297,137980.435890786,308115.440137511,5572238.88594054,-5126143.00991224,11.4911239609556,Not saturated
5010006,926742.289555093,381537.142432804,545205.147122289,705431.223963865,221311.065591228,-0.238805402629759,Saturated
5010007,704611.461655727,331866.059377198,372745.40227853,13830572.0400926,-13125960.5784369,18.6286503878221,Not saturated
5010008,194115.621097995,109529.561353766,84586.0597442285,1124714.90281549,-930599.281717498,4.79404633410572,Not saturated
5010009,160687.809605332,68967.1699251724,91720.6396801594,9692115.89200094,-9531428.08239561,59.316435427217,Not saturated
5020001,370752.560509378,324232.790924474,46519.7695849043,6313549.76556036,-5942797.20505098,16.0290119018629,Not saturated
5020002,300646.32633462,270146.086992108,30500.2393425121,2744221.10533143,-2443574.77899681,8.12773869146536,Not saturated
5020003,127924.268827673,111910.348699276,16013.9201283974,2683267.95640221,-2555343.68757453,19.9754410245396,Not saturated
5020004,245457.968053148,211690.296880946,33767.6711722014,803615.656748639,-558157.688695491,2.27394406106481,Not saturated
5020005,534335.465876976,436368.373485141,97967.092391835,151408.592499307,382926.873377669,-0.716641319604702,Saturated
5020006,834290.422876432,522170.44904931,312119.973827121,6508203.13970789,-5673912.71683146,6.8008843937932,Not saturated
5030101,1334000.77424671,635523.480187677,698477.294059032,18762.9235077732,1315237.85073894,-0.985934848112537,Saturated
5030102,1491278.54614903,453072.850511233,1038205.6956378,23781.3530248117,1467497.19312422,-0.984053044224217,Saturated
5030103,1360363.65925431,361783.474798552,998580.184455757,5255620.57858279,-3895256.91932848,2.86339383798571,Not saturated
5030104,57472.7344276703,28366.2811865597,29106.4532411107,887555.451622385,-830082.717194715,14.4430698393057,Not saturated
5030105,575649.348079064,242984.954034889,332664.394044175,14064959.6070503,-13489310.2589713,23.4332068714834,Not saturated
5030106,711201.258262491,633896.395918507,77304.8623439841,10521031.0655719,-9809829.8073094,13.7933245946097,Not saturated
5030201,541166.633696966,501890.927071162,39275.7066258036,49289.8779729477,491876.755724018,-0.908919222095743,Saturated
5030202,520324.501138724,393339.040757109,126985.460381615,0,520324.501138724,-1,Saturated
5030203,509289.088152321,476783.19050811,32505.8976442117,1180154.14748562,-670865.059333302,1.31725786972419,Not saturated
5030204,911628.28539462,300513.475859181,611114.809535439,289885.288179266,621742.997215354,-0.682013718942714,Saturated
5040001,3769203.69727277,2097224.37792735,1671979.31934542,22435.0434729227,3746768.65379985,-0.994047802858424,Saturated
5040002,2286567.16070408,819083.287480927,1467483.87322315,2560689.37277368,-274122.2120696,0.119883735225688,Not saturated
5040003,3184560.80126456,1545462.56256683,1639098.23869773,944754.575500314,2239806.22576424,-0.703332850443565,Saturated
5040004,1560652.80317061,991942.54541839,568710.257752221,534414.033134148,1026238.77003646,-0.657570196235552,Saturated
5040005,615627.397969329,464389.944445381,151237.453523948,2005861.14697591,-1390233.74900658,2.25823891787844,Not saturated
5040006,2430211.97533406,1647263.8566206,782948.118713463,2202306.08452674,227905.890807319,-0.093780251731329,Saturated
5050001,3662794.31445084,2190146.04495188,1472648.26949896,5655580.38848991,-1992786.07403908,0.544061692510806,Not saturated
5050002,922301.233593444,685704.370161523,236596.863431921,430116.165141954,492185.06845149,-0.533648932175719,Saturated
5050003,840639.795188671,724010.543869847,116629.251318825,524056.082233779,316583.712954892,-0.376598532173746,Saturated
5050004,84689.9570364708,67602.6363858746,17087.3206505963,6391894.15455157,-6307204.1975151,74.4740512124593,Not saturated
5050005,277349.884217133,211909.455575307,65440.4286418259,1177314.69787298,-899964.813655846,3.24487178423078,Not saturated
5050006,18898.6207294221,14567.4772538121,4331.14347561006,54198439.8946822,-54179541.2739528,2866.85161047779,Not saturated
5050007,92501.8052409558,81340.6985045409,11161.1067364149,26979.5848602905,65522.2203806653,-0.708334504499539,Saturated
5050008,188354.588992646,149814.796377209,38539.792615437,6108747.03333529,-5920392.44434265,31.4321645997901,Not saturated
5050009,29581.5982246301,24769.0465576799,4812.55166695022,2710544.79005999,-2680963.19183536,90.6294234502565,Not saturated
5060001,7610141.97409123,1394368.31121392,6215773.66287731,776370.572438005,6833771.40165322,-0.897982117142996,Saturated
5060002,2635363.67814835,569739.629648715,2065624.04849963,553481.472763807,2081882.20538454,-0.789979091935921,Saturated
5060003,2217966.32606449,333756.307181552,1884210.01888294,1019125.88872026,1198840.43734424,-0.540513362739564,Saturated
5070101,13807.8984128296,11201.5792056261,2606.31920720344,3408369.72875192,-3394561.83033909,245.842033946675,Not saturated
5070102,45542.8773902127,30437.508194971,15105.3691952417,6458720.80932335,-6413177.93193314,140.816265889062,Not saturated
5070201,31461.5043599543,21395.4894691095,10066.0148908447,9371.98496384012,22089.5193961141,-0.702112624475477,Saturated
5070202,62319.6037507294,46793.2190903487,15526.3846603808,3658859.02933402,-3596539.42558329,57.7112049680064,Not saturated
5070203,107408.484564364,31230.2359686576,76178.2485957064,4705160.76930068,-4597752.28473631,42.8062299117639,Not saturated
5070204,35037.0630915659,27103.5850753973,7933.47801616857,1159856.19149468,-1124819.12840311,32.1036933222259,Not saturated
5080001,9429239.53287121,4681856.84878695,4747382.68408427,1447954.40487475,7981285.12799647,-0.846439959465761,Saturated
5080002,3509059.59556917,965047.96379678,2544011.63177239,2545978.96420715,963080.631362021,-0.274455478777871,Saturated
5080003,4365896.18664926,1005951.67380069,3359944.51284857,3187217.56801668,1178678.61863258,-0.269974036999993,Saturated
5090101,610887.489545158,488920.747129184,121966.742415974,43916.8163511032,566970.673194055,-0.928109812195038,Saturated
5090102,23628.8556158684,20609.101859453,3019.7537564154,964314.607566347,-940685.751950479,39.8108891620949,Not saturated
5090103,472812.202808956,368705.223634295,104106.979174661,68883471.3567842,-68410659.1539752,144.688861132497,Not saturated
5090104,293064.125734768,222616.313708114,70447.8120266544,792835.896110181,-499771.770375413,1.70533247330218,Not saturated
5090201,2435253.36170864,941018.617613016,1494234.74409563,3989293.27807687,-1554039.91636823,0.638143012469909,Not saturated
5090202,2416922.8891936,295510.637113665,2121412.25207994,10400.597925991,2406522.29126761,-0.995696760549336,Saturated
5090203,1628507.35293054,599224.652509239,1029282.7004213,16071705.8615335,-14443198.508603,8.86897961044638,Not saturated
5100101,3100685.31326785,1896878.5087755,1203806.80449235,18708.2128578113,3081977.10041003,-0.993966426461351,Saturated
5100102,1682182.44026014,1220422.47248418,461759.967775962,221501.758612295,1460680.68164785,-0.868324770660404,Saturated
5100201,66999.2059045989,37098.4983117046,29900.7075928943,205631.135069874,-138631.929165276,2.0691577951338,Not saturated
5100202,9543.72671139282,5917.77620024107,3625.95051115175,591873.494022045,-582329.767310652,61.0170203863336,Not saturated
5100203,77423.4601935288,55716.7696307077,21706.6905628211,8207365.75427441,-8129942.29408088,105.006186416354,Not saturated
5100204,440146.874000359,364028.101153212,76118.7728471474,12742288.5679798,-12302141.6939795,27.950083076063,Not saturated
5100205,4981556.60725453,3733662.70483802,1247893.90241651,5241190.08913644,-259633.481881907,0.052118946416028,Not saturated
5110001,7240614.86416333,3456999.53368547,3783615.33047786,312867.205619213,6927747.65854411,-0.956789967221193,Saturated
5110002,7880831.97549585,3527804.31061064,4353027.66488521,58213.6368778027,7822618.33861804,-0.99261326252624,Saturated
5110003,2197685.00813775,659801.596647279,1537883.41149047,5209716.84456636,-3012031.83642861,1.37054756494923,Not saturated
5110004,2229984.67602787,884460.041415866,1345524.634612,1827430.19387612,402554.482151746,-0.180518945479388,Saturated
5110005,4381564.96565044,855171.533005948,3526393.43264449,7792.35669438422,4373772.60895606,-0.998221558562871,Saturated
5110006,2008252.82091245,648782.018127872,1359470.80278458,4356897.24567224,-2348644.42475979,1.16949639024667,Not saturated
5120101,8927123.48650541,3819335.15003267,5107788.33647273,3299847.59661469,5627275.88989072,-0.630357124374624,Saturated
5120102,2720353.96276152,631715.021736538,2088638.94102498,0,2720353.96276152,-1,Saturated
5120103,3331264.2001438,550835.945722849,2780428.25442095,137500.895128483,3193763.30501532,-0.958724109867195,Saturated
5120104,3312250.28732248,689906.942966429,2622343.34435605,107402.369626964,3204847.91769552,-0.967574198713774,Saturated
5120105,3244747.17818101,574887.880411983,2669859.29776903,3334091.49995194,-89344.3217709279,0.027535064171321,Not saturated
5120106,9308470.06831372,2447931.88688738,6860538.18142634,4019215.27394576,5289254.79436796,-0.568219562994861,Saturated
5120107,3997641.91126839,780349.750501689,3217292.1607667,1442579.99397266,2555061.91729572,-0.639142267868871,Saturated
5120108,8388663.03018839,1022379.59890778,7366283.43128061,54204.0226778037,8334459.00751059,-0.993538419354462,Saturated
5120109,4997667.27525872,225521.484609307,4772145.79064942,11277.9789405621,4986389.29631816,-0.997743351383876,Saturated
5120110,3433190.56962786,604581.652437245,2828608.91719062,7171.38271412765,3426019.18691373,-0.997911160895766,Saturated
5120111,5870397.11447232,898303.658090983,4972093.45638134,12628088.9268666,-6757691.8123943,1.15114730411245,Not saturated
5120112,7974859.01075332,1562763.4304073,6412095.58034602,108975.651411552,7865883.35934177,-0.986335099935358,Saturated
5120113,7958968.9198606,638073.790185633,7320895.12967496,501049.098536271,7457919.82132433,-0.937045978746573,Saturated
5120114,11534537.3337883,1461141.38141243,10073395.9523758,1005208.65030225,10529328.683486,-0.912852278230729,Saturated
5120115,7126440.36617557,343358.126084457,6783082.24009112,2186442.66338528,4939997.70279029,-0.693192877363732,Saturated
5120201,6974584.31046722,650791.194769532,6323793.11569768,345496.975513656,6629087.33495356,-0.950463431204761,Saturated
5120202,6071839.49036508,2808002.47156034,3263837.01880474,255114.121698942,5816725.36866614,-0.957984047156753,Saturated
5120203,3036894.28746356,675819.727364985,2361074.56009858,3502579.52020926,-465685.232745702,0.153342589061487,Not saturated
5120204,4140552.74882263,442400.425865,3698152.32295762,0,4140552.74882263,-1,Saturated
5120205,2537412.96376982,348405.638174881,2189007.32559494,19779.5879875623,2517633.37578226,-0.992204821103233,Saturated
5120206,5244988.39460755,1089093.34159728,4155895.05301027,51600.4719577034,5193387.92264984,-0.990161947353257,Saturated
5120207,3485233.69013254,1000074.8038981,2485158.88623444,4801106.79950643,-1315873.10937388,0.377556636474452,Not saturated
5120208,4542340.44123719,2484743.97120281,2057596.47003438,6690.00881340047,4535650.43242379,-0.998527189033947,Saturated
5120209,4031429.86217252,2617164.77341678,1414265.08875574,4058757.91426909,-27328.052096562,0.006778749235596,Not saturated
5130101,621390.027674649,405439.185710872,215950.841963777,23476.215142624,597913.812532025,-0.962219839236114,Saturated
5130102,554968.149668576,401322.147359637,153646.00230894,2910812.54253959,-2355844.39287102,4.24500828430949,Not saturated
5130103,2616256.43859169,1586816.57731717,1029439.86127452,1691288.75237612,924967.686215569,-0.353546262733126,Saturated
5130104,559298.630736861,362082.131404233,197216.499332628,6255391.98975845,-5696093.35902159,10.1843506241328,Not saturated
5130105,986699.705823692,593505.226707526,393194.479116166,8371371.24171623,-7384671.53589254,7.48421378085631,Not saturated
5130106,749085.690710298,451484.833026447,297600.857683851,2445790.72627769,-1696705.0355674,2.26503463703671,Not saturated
5130107,931201.862069656,537779.406937869,393422.455131787,2612525.15479017,-1681323.29272051,1.80554116266871,Not saturated
5130108,1709673.89045372,1073709.78268567,635964.107768048,5955845.01775877,-4246171.12730506,2.48361465365667,Not saturated
5130201,2376497.47181528,718589.245931652,1657908.22588363,5788109.95986935,-3411612.48805407,1.43556327263757,Not saturated
5130202,2756274.03971635,124519.371281278,2631754.66843507,326901.891434548,2429372.1482818,-0.881397173603177,Saturated
5130203,2640437.78695597,451557.4097912,2188880.37716477,15087417.0058344,-12446979.2188784,4.71398314338923,Not saturated
5130204,2508788.84181425,368949.322027259,2139839.519787,2382750.96854242,126037.873271838,-0.050238533897772,Saturated
5130205,7685892.57478184,1248366.992159,6437525.58262283,11548158.6350825,-3862266.06030067,0.502513666789091,Not saturated
5130206,9541195.7565193,1276263.80144021,8264931.95507909,1067213.00481133,8473982.75170798,-0.888146828547971,Saturated
5140101,1410065.47400712,571306.159926711,838759.314080413,3180457.01203487,-1770391.53802774,1.25553853396371,Not saturated
5140102,2517062.68442763,1172405.06138271,1344657.62304492,1241687.9853051,1275374.69912253,-0.506691671611089,Saturated
5140103,2676493.76364035,1208203.62220126,1468290.14143909,589361.967109701,2087131.79653065,-0.779800732168306,Saturated
5140104,3698581.96052895,1456095.06454789,2242486.89598106,969224.99941775,2729356.9611112,-0.737946864565592,Saturated
5140201,3854182.44281221,1085694.46084117,2768487.98197104,63202245.9393604,-59348063.4965482,15.3983534451589,Not saturated
5140202,3874380.26206343,272467.448345569,3601912.81371786,10233247.2030585,-6358866.94099502,1.64126041092528,Not saturated
5140203,1709728.33342623,516359.254968593,1193369.07845764,4713021.53064007,-3003293.19721384,1.7565908796723,Not saturated
5140204,2005919.16320383,394557.752342048,1611361.41086178,5325425.20247087,-3319506.03926705,1.6548553402148,Not saturated
5140205,2013029.66229558,422545.223532953,1590484.43876263,5503489.55223203,-3490459.88993645,1.73393365995216,Not saturated
5140206,2449044.74078145,634841.492327835,1814203.24845362,16177280.7554048,-13728236.0146233,5.60554725114693,Not saturated
6010101,667743.512781462,484379.639102855,183363.873678606,651290.867151344,16452.645630118,-0.024639169554168,Saturated
6010102,1464728.69514757,1039787.09542735,424941.599720221,2809344.69850846,-1344616.00336089,0.917996628191559,Not saturated
6010103,477548.28612209,285738.623647335,191809.662474755,7592703.5609967,-7115155.27487461,14.8993420804688,Not saturated
6010104,1175564.43742861,710714.541574314,464849.895854293,12624036.3955359,-11448471.9581073,9.73870218730784,Not saturated
6010105,1257714.28404487,499853.594820206,757860.689224661,69463610.5615713,-68205896.2775264,54.2300402744677,Not saturated
6010106,499186.961003681,276598.786187311,222588.17481637,16120184.2542653,-15620997.2932616,31.2928792487959,Not saturated
6010107,729928.594574701,382002.446350881,347926.148223819,5444521.33070815,-4714592.73613345,6.45897800302021,Not saturated
6010108,2415201.02930801,1427851.59103561,987349.438272397,62251808.1693069,-59836607.1399989,24.7750006785741,Not saturated
6010201,2621115.68642361,590853.684789654,2030262.00163396,4499680.34058957,-1878564.65416596,0.716704212597795,Not saturated
6010202,212364.624258415,136986.807273486,75377.8169849292,4866798.75128963,-4654434.12703122,21.9171820320105,Not saturated
6010203,53448.2263352107,14210.7867212549,39237.4396139558,8906116.91767898,-8852668.69134377,165.630728994122,Not saturated
6010204,1426277.17672748,326323.998384954,1099953.17834253,5501867.99231687,-4075590.81558939,2.85750265242316,Not saturated
6010205,1517886.34684783,1043579.2300982,474307.116749635,19400723.2018635,-17882836.8550157,11.781407015191,Not saturated
6010206,895127.205222176,586705.311720816,308421.89350136,6722771.34906206,-5827644.14383989,6.51040892271108,Not saturated
6010207,507135.484097416,240273.681722873,266861.802374543,7282737.40347931,-6775601.91938189,13.3605360536759,Not saturated
6010208,536149.255908695,302379.650781988,233769.605126707,11186033.4916344,-10649884.2357257,19.8636557233969,Not saturated
6020001,1671638.32284052,1358291.28744603,313347.035394496,3002855.89587253,-1331217.57303201,0.796355021802768,Not saturated
6020002,1995403.35993296,1259973.06802851,735430.291904448,8815186.16333996,-6819782.803407,3.41774647690085,Not saturated
6020003,328544.003779795,305765.365117448,22778.6386623477,16774131.0230129,-16445587.0192331,50.0559645893147,Not saturated
6020004,429752.98983013,321231.94962157,108521.040208561,7203780.60881114,-6774027.61898101,15.7626073099773,Not saturated
6030001,5091122.26426342,4382577.16560828,708545.098655142,2837472.04369711,2253650.22056631,-0.442662757558498,Saturated
6030002,5176861.58046621,3141759.56609114,2035102.01437507,5924809.68650783,-747948.106041621,0.144479062152993,Not saturated
6030003,2197735.26498721,1376839.15012045,820896.114866766,3858880.82401419,-1661145.55902698,0.755844248163639,Not saturated
6030004,1278874.66780624,729015.545003237,549859.122803008,6082840.65830233,-4803965.99049608,3.75640092921436,Not saturated
6030005,3035638.8363996,1825102.68242886,1210536.15397074,122483.298159888,2913155.53823971,-0.959651557790334,Saturated
6030006,1183994.00742437,1022192.22127386,161801.7861505,1883538.25179619,-699544.244371828,0.590834277863957,Not saturated
6040001,1364488.97077439,555929.289225134,808559.681549251,1776312.57573617,-411823.604961786,0.301815268413687,Not saturated
6040002,2153551.83948716,1465733.46371691,687818.375770253,5726256.15221849,-3572704.31273133,1.65898226697998,Not saturated
6040003,1389279.41767096,809719.96377774,579559.453893219,3651043.84600982,-2261764.42833886,1.62801262263754,Not saturated
6040004,554601.487162623,308506.536022028,246094.951140594,8058345.37903909,-7503743.89187647,13.5299743429577,Not saturated
6040005,2057867.66877076,543587.503517298,1514280.16525346,12728850.8785817,-10670983.209811,5.18545646629706,Not saturated
6040006,2351093.10563016,708189.09715519,1642904.00847497,4525884.25375921,-2174791.14812906,0.925012770834591,Not saturated
7010101,329838.615440561,227896.941511238,101941.673929324,10919676.8227174,-10589838.2072769,32.1061201191745,Not saturated
7010102,111761.811683425,76504.9177210998,35256.8939623251,4955437.38526438,-4843675.57358095,43.3392721594483,Not saturated
7010103,182253.452537245,152657.857207798,29595.5953294465,1907153.23604975,-1724899.7835125,9.46429140024116,Not saturated
7010104,1842962.3607751,1583281.97775347,259680.383021631,498498.196347896,1344464.16442721,-0.729512546236571,Saturated
7010105,164040.994211232,144284.620615066,19756.3735961654,72907820.2911662,-72743779.296955,443.448783316227,Not saturated
7010106,1839281.45674566,1343551.06279492,495730.39395074,4409711.87244781,-2570430.41570215,1.3975188007659,Not saturated
7010107,1760524.81959398,954942.799825234,805582.019768747,2145011.58525503,-384486.765661048,0.218393266247572,Not saturated
7010108,2249720.70993075,1619065.15763008,630655.552300663,10033419.5892652,-7783698.87933448,3.4598511917393,Not saturated
7010201,3519134.18028225,2757205.04374269,761929.136539565,13910850.7704593,-10391716.590177,2.95291854695451,Not saturated
7010202,4881614.33055434,3133592.79695472,1748021.53359961,842414.521888592,4039199.80866574,-0.827431160094753,Saturated
7010203,2299867.67436228,1403246.27678768,896621.397574596,1493747.0426505,806120.631711775,-0.350507396881127,Saturated
7010204,6486538.58942725,3553705.18577136,2932833.40365589,342878.673753357,6143659.91567389,-0.94713996239655,Saturated
7010205,6801979.08526973,2781328.39804076,4020650.68722897,856556.843374493,5945422.24189524,-0.874072408539238,Saturated
7010206,1004232.94275189,73593.4965543248,930639.446197566,10119763.940308,-9115530.99755613,9.07710811853764,Not saturated
7010207,1235276.05760098,605861.897772942,629414.159828042,15898197.2714916,-14662921.2138906,11.8701573819599,Not saturated
7020001,7300873.57421193,1286055.51087892,6014818.06333301,2545416.01623371,4755457.55797822,-0.651354596082227,Saturated
7020002,3760059.10255942,724716.076542528,3035343.0260169,3886103.95843097,-126044.855871544,0.033522041125829,Not saturated
7020003,4771043.41256095,901338.426956571,3869704.98560438,6212946.00651708,-1441902.59395613,0.302219550163799,Not saturated
7020004,11936452.3802912,3574748.60211612,8361703.77817506,7062355.07675922,4874097.30353197,-0.408337179946347,Saturated
7020005,9318799.36041119,2805489.08081453,6513310.27959665,394995.032337914,8923804.32807327,-0.957613098312218,Saturated
7020006,3915721.69412099,799490.768628807,3116230.92549218,932448.634304625,2983273.05981636,-0.761870554869977,Saturated
7020007,8623379.99219918,2866157.12017176,5757222.87202741,877296.595461711,7746083.39673747,-0.898265344185769,Saturated
7020008,8957106.07051744,1997618.48970865,6959487.58080878,38322170.2836667,-29365064.2131493,3.27840978793421,Not saturated
7020009,7969031.37246254,2082645.40636482,5886385.96609772,2951457.17845704,5017574.1940055,-0.629634137386386,Saturated
7020010,5571321.47775501,1382156.53934934,4189164.93840567,1519445.00596439,4051876.47179062,-0.727273859167671,Saturated
7020011,5689467.15985336,1689815.09503602,3999652.06481734,24779979.341136,-19090512.1812826,3.35541301934058,Not saturated
7020012,7581008.89931805,2766670.46257788,4814338.43674017,112668543.163546,-105087534.264228,13.8619457726374,Not saturated
7030001,530661.972319277,288614.561211612,242047.411107666,25376177.1924099,-24845515.2200906,46.8198524034093,Not saturated
7030002,146358.882893474,84314.6922477076,62044.1906457662,10190115.7469091,-10043756.8640156,68.6241700227095,Not saturated
7030003,338959.33514957,276335.227214629,62624.1079349403,11639104.3841343,-11300145.0489847,33.3377602478433,Not saturated
7030004,574653.924067777,381929.396503121,192724.527564656,9143278.4133369,-8568624.48926912,14.9109300926979,Not saturated
7030005,4497799.26325168,986839.597641742,3510959.66560993,281321.921738636,4216477.34151304,-0.93745342882749,Saturated
7040001,3615557.60083846,917888.100621479,2697669.50021698,4666722.37801825,-1051164.77717979,0.290733793574751,Not saturated
7040002,6776489.98168588,2365611.66502342,4410878.31666246,843268.958503269,5933221.02318261,-0.87555962440994,Saturated
7040003,2738990.1056092,1400224.85225397,1338765.25335523,0,2738990.1056092,-1,Saturated
7040004,5164466.22371325,1672727.52456495,3491738.6991483,6442734.54283718,-1278268.31912392,0.247512184948486,Not saturated
7040005,1494072.34573576,780735.523112953,713336.822622805,12192455.3786521,-10698383.0329163,7.16055220716096,Not saturated
7040006,1022851.95497942,579967.529781444,442884.425197973,337607.334498272,685244.620481145,-0.66993528940846,Saturated
7040007,2940076.25736538,1594126.90933361,1345949.34803177,149157.348034214,2790918.90933116,-0.94926752404447,Saturated
7040008,4661616.24860207,1580042.06231641,3081574.18628566,226091.070548798,4435525.17805327,-0.95149942455761,Saturated
7050001,485248.720477423,328570.004928192,156678.715549232,1797819.61728977,-1312570.89681234,2.70494458083463,Not saturated
7050002,85142.2968004528,54419.3405510659,30722.9562493869,31923406.3860424,-31838264.089242,373.941804316849,Not saturated
7050003,58250.240408945,34987.0474819473,23263.1929269977,6856106.1926714,-6797855.95226246,116.700908091335,Not saturated
7050004,392170.937248731,248487.991304317,143682.945944414,2593193.55216826,-2201022.61491953,5.61240623887322,Not saturated
7050005,4018460.80531741,2166739.24146222,1851721.56385519,290971.449957918,3727489.35535949,-0.927591318155227,Saturated
7050006,1276989.82064335,702926.316885902,574063.503757447,3988179.88157872,-2711190.06093537,2.1231101588339,Not saturated
7050007,4706227.26595192,3054944.8171692,1651282.44878271,9254423.34800904,-4548196.08205713,0.966420834574205,Not saturated
7060001,3442806.76376526,1843458.18231062,1599348.58145464,7501167.10292212,-4058360.33915686,1.17879411120896,Not saturated
7060002,4195620.47376163,1504105.95501102,2691514.51875061,1101849.9353559,3093770.53840573,-0.737380932749614,Saturated
7060003,4269368.39586834,2419313.23422617,1850055.16164217,1610906.83708487,2658461.55878347,-0.622682634123628,Saturated
7060004,9310771.28121162,3609356.88893901,5701414.3922726,2169998.21275218,7140773.06845944,-0.766936793181564,Saturated
7060005,4066244.64049806,1663373.57259575,2402871.06790232,10273072.8720888,-6206828.23159072,1.52642764524627,Not saturated
7060006,12122092.8321654,5305603.69404355,6816489.13812186,1283396.98384448,10838695.8483209,-0.894127441390397,Saturated
7070001,106622.962183201,33079.5798245249,73543.3823586759,881306.654759386,-774683.692576185,7.26563656377427,Not saturated
7070002,2993547.4868013,1540742.50659451,1452804.98020678,340954.679603612,2652592.80719769,-0.886103467171675,Saturated
7070003,4410208.78734182,1373073.39828511,3037135.38905671,18105154.2210802,-13694945.4337383,3.105282786848,Not saturated
7070004,1382949.48066403,659199.743708871,723749.736955159,2373863.9812671,-990914.500603071,0.716522558819197,Not saturated
7070005,4017740.55921649,1943433.42666106,2074307.13255543,3824032.83952382,193707.719692673,-0.048213098092737,Saturated
7070006,1317604.83829796,756615.956806604,560988.881491353,24308084.2695969,-22990479.431299,17.4486908085412,Not saturated
7080101,2479986.18624659,645576.187881803,1834409.99836478,24398188.8889356,-21918202.702689,8.83803418915886,Not saturated
7080102,9356365.6809424,2783834.21121851,6572531.46972389,3711646.7025802,5644718.9783622,-0.603302518397682,Saturated
7080103,5230506.08140662,1482531.21558262,3747974.86582401,9036490.88307087,-3805984.80166424,0.727651348154194,Not saturated
7080104,7869998.73194206,1833660.58132067,6036338.15062139,0,7869998.73194206,-1,Saturated
7080105,9264871.02115438,3145707.88074639,6119163.14040799,1693900.36654919,7570970.65460519,-0.817169568504351,Saturated
7080106,3842054.01112331,1305181.17064468,2536872.84047862,3283170.41064027,558883.600483041,-0.145464795358158,Saturated
7080107,6862089.7201784,3026411.25883838,3835678.46134002,14178842.9479872,-7316753.22780875,1.06625729568842,Not saturated
7080201,8958678.0585618,2451937.44490351,6506740.61365829,9257007.35613804,-298329.297576239,0.033300593639608,Not saturated
7080202,5537949.5629886,1169902.09494294,4368047.46804566,17638980.332444,-12101030.7694554,2.18511032500719,Not saturated
7080203,3228391.13142522,443820.068266304,2784571.06315892,2524407.4423091,703983.689116122,-0.21806022271079,Saturated
7080204,4868386.55687493,1287388.58011977,3580997.97675516,23492845.9875054,-18624459.4306304,3.82559174647497,Not saturated
7080205,12686572.3931955,3512668.32163865,9173904.07155682,0,12686572.3931955,-1,Saturated
7080206,4990366.81959286,1389910.06877489,3600456.75081797,20053075.1674271,-15062708.3478343,3.01835694496365,Not saturated
7080207,9707895.0506047,3834719.2401822,5873175.81042251,434563.69746235,9273331.35314235,-0.95523605321266,Saturated
7080208,7118163.43659851,1791497.3082099,5326666.12838861,482935.234178385,6635228.20242013,-0.932154517316174,Saturated
7080209,8096081.50953467,3247149.92961937,4848931.5799153,400249.982949335,7695831.52658534,-0.95056250576554,Saturated
7090001,5141757.42722394,2350292.08125929,2791465.34596466,170106.961887902,4971650.46533604,-0.966916571951208,Saturated
7090002,4354370.12329066,1469993.89748143,2884376.22580923,13296788.1504414,-8942418.02715078,2.05366511664214,Not saturated
7090003,7265579.98850276,2373430.60405765,4892149.38444512,9927810.5256397,-2662230.53713694,0.366416795541405,Not saturated
7090004,2417456.63497565,837732.760002906,1579723.87497274,5540299.84771758,-3122843.21274193,1.29178872024457,Not saturated
7090005,6625144.16323412,1026024.46381279,5599119.69942134,3993408.49576674,2631735.66746738,-0.397234475601611,Saturated
7090006,5161882.40096187,640030.291082457,4521852.10987942,6723959.6834438,-1562077.28248193,0.302617758628295,Not saturated
7090007,4411321.04423699,532465.27287819,3878855.7713588,1144016.44990195,3267304.59433504,-0.74066352495552,Saturated
7100001,5292523.85922829,1215687.25582964,4076836.60339865,6564909.63936094,-1272385.78013265,0.240411911967872,Not saturated
7100002,6086572.12992127,1808433.66365163,4278138.46626964,2071196.48611999,4015375.64380128,-0.659710516542127,Saturated
7100003,7067601.3780753,1648340.68378975,5419260.69428556,6213614.05428295,853987.323792351,-0.120831280389064,Saturated
7100004,8062244.84082602,1879928.11375765,6182316.72706837,1191681.98489682,6870562.8559292,-0.852189804648165,Saturated
7100005,5569552.00469114,1883016.77851182,3686535.22617932,593345.171820145,4976206.832871,-0.893466265990446,Saturated
7100006,13194143.2692681,4039740.65620548,9154402.61306264,4934264.09769493,8259879.17157319,-0.626026184724866,Saturated
7100007,5985030.10809488,2429737.24117057,3555292.86692432,7751798.85172682,-1766768.74363194,0.295197970891132,Not saturated
7100008,7219384.79157483,3346580.70977953,3872804.0817953,7571033.93943582,-351649.147860986,0.04870901856781,Not saturated
7100009,5957652.42640209,2893553.07193259,3064099.3544695,14318516.7656,-8360864.33919789,1.40338236284911,Not saturated
7110001,5290022.19770849,1357054.98748895,3932967.21021954,202393.960533518,5087628.23717497,-0.961740432654292,Saturated
7110002,1894469.11587288,707006.546114839,1187462.56975804,24674306.8533097,-22779837.7374368,12.0243911851479,Not saturated
7110003,1356519.06703836,393254.393641094,963264.673397267,16038123.7880003,-14681604.7209619,10.8229991584384,Not saturated
7110004,5077211.28337272,955100.018120278,4122111.26525244,13253437.3839217,-8176226.100549,1.61037735958029,Not saturated
7110005,2534896.34982415,812590.014029586,1722306.33579457,2772184.03002584,-237287.680201687,0.093608435002933,Not saturated
7110006,3176007.91288513,883764.417261184,2292243.49562395,2386555.0678597,789452.845025426,-0.248567656844493,Saturated
