,Additive + MinMax,Additive + Standarization,Additive + Target,Geometric + MinMax,Geometric + Standarization,Geometric + Target,Harmonic + MinMax,Harmonic + Standarization,Harmonic + Target
OSTARA,0.9500768777218511,0.9535398019166188,0.6832261366767599,0.9317695735595802,0.9430208712922267,0.7789645966220469,0.8865953217787845,0.9258631818447545,0.8321335243149208
OSTARA,0.8901614825721083,0.8964055131190105,0.6245287494411489,0.8525733764499709,0.8831938072137214,0.6864208498520447,0.7883369562971329,0.8603644519962497,0.7401470374340067
OSTARA,0.9672559223164716,0.9691615510984868,0.74370281681165,0.966575623516007,0.9722371968806311,0.8623042534784093,0.9646566348843771,0.9743876992732385,0.9346289076430612
OSTARA,0.9628965298413532,0.963707317805867,0.7262965317114294,0.9573152834839451,0.9637420920179761,0.840388726664051,0.9477662973017961,0.9631322094980816,0.9153502506878671
OSTARA,0.8987991479074638,0.9053953585890441,0.6478357561640014,0.8691855669697242,0.8933067458232258,0.7176007263698718,0.7984358454101004,0.8670002022684821,0.7594938144610655
OSTARA,0.9738015132477783,0.9738827765241118,0.7280542765808632,0.9673976161184381,0.9724427609818905,0.8464193668317205,0.9559502889033199,0.9698136088774211,0.917577901458338
OSTARA,0.9880424106317265,0.9877473108265936,0.7348736056650823,0.9843650738988182,0.9863195682065246,0.8625077277397455,0.9772036843215037,0.984237743325022,0.9336313136369837
OSTARA,0.881947258943406,0.891427646177416,0.6428590793064252,0.8519585671260894,0.8848802669207542,0.7071006380533528,0.7793267021427644,0.8559760022732149,0.747820496056302
OSTARA,0.93654945280581,0.9420023394746152,0.7189918046890338,0.9302488156005612,0.9425042290223382,0.8193566740918904,0.9020957124618678,0.9342142792322153,0.8777006122506898
OSTARA,0.9555676627038863,0.9568595523395355,0.6819080983538324,0.94075912208358,0.9516347336728175,0.7814340809508009,0.9150882086913709,0.94326726578471,0.8542472983684556
OSTARA,0.9721495862263041,0.9719307974272893,0.7135308082972541,0.9617101444783038,0.966921374784738,0.8267126678224651,0.9415097292017716,0.9596021648890253,0.8941636725359218
OSTARA,0.9247037686718633,0.9332326044473828,0.7194682150989726,0.9202514275425357,0.937759795608429,0.8156882078680437,0.893867706476061,0.9289553338185556,0.8759737389408294
OSTARA,0.890543259705657,0.8992806621169229,0.6240151996389048,0.8540931886716078,0.88559267048603,0.685804204105164,0.785984159518551,0.8597170355706233,0.7359315742703059
OSTARA,0.9040490872459827,0.9089480521495261,0.6662871228713816,0.8804199539467349,0.901392331220005,0.7422618114636784,0.8120079305474103,0.8759944310526048,0.7802931225006801
OSTARA,0.9635817606291582,0.9377013945156379,0.7150418620671775,0.9569744782579335,0.9624418889915456,0.8276734457938245,0.9456772429208893,0.9607859766604242,0.904587308933991
OSTARA,0.94208864422712,0.9475713165723206,0.7333361983374402,0.9420238340291484,0.9500351578446082,0.8389378581427064,0.9282342459123694,0.9490414955978447,0.9049545929152247
OSTARA,0.9208827632030097,0.9261769486478488,0.689188599555443,0.9037780542482463,0.921019064634177,0.7764875379722577,0.8523005154613527,0.9025733302938327,0.8237879771165216
OSTARA,0.9077032715700442,0.9113718411826767,0.6206311547640526,0.875793245227205,0.8994130754150547,0.6856838570201413,0.7901698723245593,0.8659374949384776,0.7167825692166756
OSTARA,0.9509031723620737,0.9514247268494745,0.7150500389225641,0.9378850087466529,0.9467858769148815,0.81904017597954,0.9145739343656012,0.9406262119022473,0.8852756041332835
OSTARA,0.9225900075615773,0.9304321485828307,0.7290086475288196,0.9250957656739511,0.9398367118675531,0.8264905850336914,0.9063101992528685,0.9356944610710203,0.8894966187401686
OSTARA,0.9110751605288744,0.8925988575180862,0.5946294624641901,0.8752394527547704,0.8976200547071922,0.655181585581932,0.8180432907603317,0.8784870031600536,0.7204525078364556
OSTARA,0.9564780782302209,0.9571291077865586,0.6990030153646901,0.9417194712181357,0.9514007196766062,0.8021573046981488,0.9150974727188438,0.9427802898309843,0.8699979623111811
OSTARA,0.9287756889177797,0.9338529703188727,0.6966951663001382,0.9106796994506694,0.9260480481049859,0.7880483709495147,0.8714398032869682,0.9134965005233899,0.8461206749279592
OSTARA,0.9194301617514336,0.9211579396536159,0.680616999319954,0.8942001837754258,0.9093172958914261,0.764776821969514,0.8513032926055527,0.8966975456209271,0.8254591132589384
OSTARA,0.9453774830474911,0.9485252562773276,0.7163936784634417,0.9339047996611627,0.9438019560959457,0.8185916639163945,0.9082760371619153,0.9368814931467736,0.8817781564985405
OSTARA,0.958517312202981,0.9625587691591032,0.7306239815210628,0.9539930946143209,0.9604415787040889,0.8424410539078675,0.938580632837295,0.9572910355636858,0.9077512508838678
OSTARA,0.9375879153427401,0.9387158080481618,0.6628576603286103,0.9111542275437009,0.9270551925682526,0.7484222760216825,0.8642549037614056,0.9100260445907247,0.8083927348490343
OSTARA,0.857572730933922,0.8681856121374738,0.6122002217729949,0.8199107141688512,0.8545671071501125,0.6628418607820391,0.7402894228856217,0.827243937517539,0.7044788760469304
OSTARA,0.8419902397486602,0.8494156827951606,0.5801516283928615,0.7979768169706719,0.8375048383094523,0.6181685882262695,0.6939019692888302,0.8001579875710985,0.6386288467404934
OSTARA,0.9517534979552764,0.9559181883862607,0.7307879492071937,0.9504613848438601,0.9595038482248884,0.8406662022619017,0.9332093504849961,0.9551341200740553,0.9025882145278968
OSTARA,0.9743814707759043,0.9743523842344942,0.6883078417158759,0.9617047203276137,0.9682343029410457,0.7954247136271846,0.9361833295563167,0.9585763010614874,0.8641281028621006
OSTARA,0.9603787898685752,0.965317318446443,0.7419955220598928,0.9620241368324816,0.9689037142881896,0.8578540070658875,0.9576912661619601,0.9699900067111656,0.9276770649234384
OSTARA,0.9113871380346802,0.8992889243860979,0.6523188138122966,0.8818310270750429,0.9040231093756307,0.728065012752746,0.8330133955025376,0.8884833165275674,0.789773696152699
OSTARA,0.906699639387056,0.9116466238112398,0.6476387751351419,0.8781781115264516,0.9003310333748412,0.7195900278087262,0.8049870837303849,0.8723110056525739,0.7581555348342061
OSTARA,0.9178151805247006,0.8885479643404375,0.62927634476892,0.8877428323365886,0.9071448492503705,0.7015864116126851,0.8390198183800486,0.8917219610578888,0.7677299153557909
OSTARA,0.9510374610743796,0.9571360876007177,0.7467801138434235,0.9591335813231198,0.966776707041418,0.8598032052053324,0.9612841392843312,0.9710737696150035,0.9324389760113488
OSTARA,0.8939262070218468,0.899800130346992,0.5948520273906577,0.8543208036386479,0.8812808189795577,0.6491587835218654,0.7686076304440569,0.848097374442776,0.6890878501153221
OSTARA,0.9335062577325051,0.9347769878511203,0.7101353045416086,0.9182937623469184,0.9291123332933239,0.8061522205762459,0.8915993624725693,0.9232393551193874,0.8722523990057307
OSTARA,0.9576486431091195,0.9583084217067647,0.7099070504860291,0.9445943351958663,0.9543026149956034,0.8159151903478721,0.9206915420868014,0.9468392567432542,0.8825927063913677
OSTARA,0.9418311207664869,0.9469638008351037,0.7228947623777795,0.9377006433082621,0.9497976350817253,0.8266155131154618,0.9128443824265985,0.9420876651112325,0.8853485631129859
OSTARA,0.928653830021646,0.9351141299595782,0.7224905194821685,0.9220924799583988,0.9360627420760207,0.8199731153205708,0.9022361494032503,0.932501926419819,0.8869350910098509
OSTARA,0.924935071145344,0.9312173546067294,0.6674072127897634,0.9006288851307881,0.9208872584745731,0.7502449280780217,0.8442099110263658,0.898973921822905,0.7993462798787289
OSTARA,0.9576977605289891,0.960490394168286,0.6866795235882015,0.9408057877032786,0.9493490274170048,0.786170232273132,0.8999070999405536,0.9325212744937641,0.8417897586689809
OSTARA,0.9495222944358437,0.9499621457445704,0.6126463681926325,0.9223868728676238,0.9352193831551449,0.6880718884805463,0.8734598376400862,0.9156542433453734,0.7552442745886321
OSTARA,0.96954313644017,0.9606786767667784,0.738325475631713,0.9688290893526622,0.9732493691479418,0.8592783300905606,0.9678334783681708,0.9762479525511119,0.9378506077007805
OSTARA,0.9745142796997933,0.9042721696752927,0.7223394102753523,0.9709575400120788,0.9753233285950036,0.8420663466326355,0.9648778246764784,0.9751844114463286,0.9209607005815088
OSTARA,0.8309364289846811,0.840822867927904,0.6297142709361888,0.7996330857856189,0.8375758876885763,0.6772581028649317,0.712841758548717,0.8083945573618311,0.7060084570472885
OSTARA,0.9148643452251531,0.9175728184369215,0.6584612772320789,0.8845596760657131,0.9065732762741215,0.7357736063708326,0.8333915362775055,0.889172932730515,0.7939827585666054
OSTARA,0.9238305163099816,0.9305291995055636,0.7005256885659046,0.9094398615101523,0.9256597667001937,0.7915061345759368,0.8683792979093751,0.91208426944896,0.8459075677097322
OSTARA,0.9657065175304888,0.9660315059855684,0.6799969777693571,0.9507012685720918,0.9590059660922885,0.7816613925519784,0.9228596299577293,0.9487550934122146,0.8520091002322222
OSTARA,0.9680731926938407,0.9684992019423966,0.7424656854316263,0.9670124889959897,0.971370116933782,0.86190627605239,0.9664857268155624,0.9748510799529054,0.9382618978457407
OSTARA,0.9063442288273411,0.9163665147000345,0.7034143263172188,0.8933841360588152,0.9120844530821882,0.7891855484963604,0.8574729029652639,0.9028250851586953,0.849086451590949
OSTARA,0.7578601996821029,0.7738913897581561,0.5684389564524208,0.713432241939322,0.7791597111384528,0.587036336761907,0.6146367361305166,0.746158305008031,0.6009665628591686
OSTARA,0.8352909799998909,0.8474946686992135,0.6479639215804349,0.810588910144568,0.8531621586357052,0.7010042254634339,0.7317100147461539,0.8228818497181813,0.7325398921963858
OSTARA,0.9472667223659649,0.9515329150132328,0.7297697823132351,0.9456331452239329,0.9544002866033106,0.8372491815122521,0.9270071439330797,0.9502059849789071,0.8989855677012248
OSTARA,0.9478331958634931,0.9509627105519526,0.6776954000805373,0.92685819567293,0.9404104019020398,0.7707908606448289,0.880971545663498,0.9229615082046276,0.8255961603432598
OSTARA,0.9153523006872103,0.922255119107479,0.6871385328053382,0.898306813671649,0.9203387749434913,0.7723539632925552,0.8460046855572846,0.8999323065232829,0.8190624897204183
