,Additive + MinMax,Additive + Standarization,Additive + Target,Geometric + MinMax,Geometric + Standarization,Geometric + Target,Harmonic + MinMax,Harmonic + Standarization,Harmonic + Target
CRYSTALACTOR,0.9574740564251888,0.9610223725370621,0.7320305687949314,0.9419234416843919,0.9513485098145896,0.8080866189076825,0.9038406914217081,0.9361149086327978,0.8496228380235262
CRYSTALACTOR,0.902796423716734,0.908654259592853,0.6738664879816362,0.8692446258500828,0.8958732729709461,0.7184543507943284,0.8150849833669683,0.8757038873214802,0.7615924658943818
CRYSTALACTOR,0.9769038350177683,0.9786814978184872,0.7919586589378527,0.9768729944580998,0.9807783307175768,0.8898283396172467,0.9752048663195609,0.9820336421886164,0.9480278507836952
CRYSTALACTOR,0.9718896264944524,0.9725325966405061,0.7747088844602623,0.9668392300901562,0.9718407695641984,0.8679336924757447,0.9586153681174832,0.9705683890929767,0.9282643773880515
CRYSTALACTOR,0.9105538348755792,0.9170879149674014,0.6969624338432238,0.8852414832235571,0.9059971672275593,0.7489609096616187,0.8247993891328942,0.882459149969565,0.7804563132836121
CRYSTALACTOR,0.9802888672554766,0.9803699425447023,0.7764506593441285,0.9748811845852549,0.9787745046951093,0.8733747392777713,0.9653452799985572,0.9760973356308748,0.930445334744337
CRYSTALACTOR,0.9912772810682113,0.9910695652392205,0.7832064203658907,0.9883958231190678,0.9898491245431769,0.8881690420909859,0.9826863099818456,0.9879889703127683,0.9451812757848422
CRYSTALACTOR,0.8952834738795775,0.9044531072164055,0.69203120131977,0.8696845746067544,0.898224885618728,0.7388769844311919,0.8075340282471828,0.872306755598152,0.769313106958967
CRYSTALACTOR,0.9486427149165736,0.95402651958891,0.7674725333201248,0.9442747190454303,0.954070893671989,0.8485990415151469,0.9203115667863244,0.946014059036639,0.8943618807402687
CRYSTALACTOR,0.962747133461174,0.9638701487685907,0.7307221562076143,0.9495450892863343,0.9586675337839528,0.8101688815093844,0.92828911788865,0.9511809285632932,0.8697191410568296
CRYSTALACTOR,0.978018949084835,0.9778717594621531,0.7620588288488188,0.9690361302691451,0.9732245851233798,0.8541027596735651,0.9522293568553095,0.9666099952604135,0.9081320325504891
CRYSTALACTOR,0.9392923449234067,0.9473659943497591,0.7679448652730152,0.9363267725113625,0.9503214150611661,0.8455100243134162,0.9135969512465449,0.9416998981167953,0.892918779473917
CRYSTALACTOR,0.9027409674289545,0.9111627273003459,0.6733577793427694,0.870568355452672,0.897990808240376,0.7178488382831038,0.8129100203266697,0.875095121278016,0.7576001128796622
CRYSTALACTOR,0.9158711555540637,0.9207774164992368,0.7152465074214062,0.8963508562078654,0.9142295730276234,0.7731532515306586,0.8377242944309894,0.8913256991226236,0.8007314920694311
CRYSTALACTOR,0.9713730988249861,0.9451277621027435,0.7635549037128744,0.9653308344820367,0.9697128129938494,0.8551620210866094,0.9557991198046597,0.9676934272279447,0.9174719431802957
CRYSTALACTOR,0.9552124411857261,0.9606954446124751,0.7816866871621356,0.9563812129040172,0.9624477479332636,0.8680617670543282,0.9444940788996808,0.9604910368773197,0.9207042510366037
CRYSTALACTOR,0.9324598054833328,0.9377272058598056,0.7379399030873756,0.918494393880664,0.9329457640828606,0.806536778531093,0.8746129377447704,0.9161353746987626,0.8424425266861396
CRYSTALACTOR,0.9166862324572571,0.9203628360708617,0.6700048644842341,0.8897734299530344,0.9101175871081827,0.7175581971689233,0.8163377950472576,0.8806429210041269,0.7393961680968755
CRYSTALACTOR,0.961412080086692,0.9618657063341874,0.7635656581773433,0.9498667610213732,0.957031865091437,0.8476737633571461,0.9301184455689792,0.9509105801977812,0.9004767753784084
CRYSTALACTOR,0.9386150610249293,0.9460647294696896,0.7773988269183445,0.9422963268808413,0.9537040617768358,0.8566061136045794,0.9258673167470262,0.9489119933474582,0.9065012998029172
CRYSTALACTOR,0.9203404668724721,0.901418508961396,0.64423693398315,0.8884488442597797,0.9078837270474271,0.6877170345281627,0.8409963980351045,0.8915045703154778,0.7425757306632823
CRYSTALACTOR,0.9645026561703828,0.9650740323939657,0.747663286670242,0.9514305254969754,0.9594156249058565,0.8305962244026309,0.929147469111706,0.9515154797119018,0.8851792663325118
CRYSTALACTOR,0.9409305753409921,0.9458812556199199,0.7453779445020455,0.9251342751807685,0.9379048970687346,0.8177901608422462,0.8917998330168163,0.92618147771212,0.8634303518835229
CRYSTALACTOR,0.9323348835048878,0.9338585947803922,0.7294454139298048,0.9095061223421983,0.9222156898299508,0.7950316739362621,0.873228261708177,0.9104797550797814,0.843336247256034
CRYSTALACTOR,0.9566309363914824,0.9597437647225382,0.7648974998904549,0.9468241033639421,0.9547764107192933,0.8475009240763797,0.9250586003397622,0.9479256463838578,0.8975705031015626
CRYSTALACTOR,0.9680452984165436,0.9721629330993209,0.7789985649156645,0.9649291732886394,0.9698662711624556,0.8704771763394539,0.9519938095517575,0.9664790398016844,0.9225017920454179
CRYSTALACTOR,0.9465057422069618,0.9475262235178312,0.711846607010006,0.9229567710379546,0.9364826496422274,0.7784763607383671,0.8835689306551885,0.9213861062126942,0.8266373256952414
